MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Extensometre 2			Time:	89.710129	Sec	3/10/2021 8:36:19 AM
Time	Ch Disp.	Ch Force	Ch Extensometer
Sec	mm	N	mm/mm
60.704754	0.0016817943	-0.77662539	3.5529814e-05
61.704754	0.0091917142	116.8773	0.00013980677
62.704754	0.016389329	203.13322	0.00025640766
63.704754	0.022863371	307.58679	0.00039620732
64.704758	0.030684367	423.34366	0.00050618872
65.704758	0.037839312	535.2724	0.00062950898
66.704758	0.044519525	631.25562	0.0007310732
67.704758	0.052885633	752.23743	0.0008467267
68.704758	0.058993537	861.34656	0.00096481742
69.704758	0.064476006	948.0072	0.001027966
70.704758	0.074121095	1069.011	0.0011613007
71.704758	0.079428799	1142.4677	0.0012340626
72.704758	0.086371526	1241.3221	0.0013171376
73.704758	0.091706835	1333.8622	0.001410528
74.704758	0.10297246	1455.8464	0.0015527843
75.704758	0.10768387	1529.2062	0.0016168335
76.704758	0.11622676	1654.0565	0.0017363305
77.704758	0.12294815	1744.2305	0.0018299925
78.704758	0.13210817	1868.5129	0.0019545853
79.704758	0.13972841	1981.538	0.0020844743
80.704758	0.14398815	2066.8486	0.0021654547
81.704758	0.15297513	2165.6287	0.0022627192
82.704758	0.1580783	2264.3455	0.0023543423
83.704758	0.16585115	2356.9609	0.0024513409
84.704758	0.17539522	2468.918	0.0025591643
85.704758	0.17997627	2561.0049	0.0026279057
86.704758	0.18908225	2678.2871	0.0027314224
87.704758	0.19482401	2768.1501	0.002838105
88.704758	0.20266539	2874.8865	0.0029536262
89.704758	0.20749712	2965.8335	0.0030431277
