MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Extensometre_1			Time:	30.032391	Sec	3/10/2021 8:35:19 AM
Time	Ch Disp.	Ch Force	Ch Extensometer
Sec	mm	N	mm/mm
1.0252279	0.0054333592	108.34322	0.00014918235
2.025228	0.014456962	238.79166	0.0002863635
3.025228	0.017836997	284.39005	0.00035307318
4.025228	0.026948549	422.13715	0.00054780848
5.025228	0.032099303	489.70258	0.00064774812
6.025228	0.040336844	603.57092	0.0007875468
7.025228	0.045421418	700.83875	0.00091956672
8.0252285	0.053445868	805.51691	0.0010265862
9.0252285	0.06174298	935.45996	0.0011381644
10.025229	0.066432111	1008.7602	0.0012490829
11.025229	0.073499419	1100.5135	0.0013398629
12.025229	0.081905738	1197.9417	0.0014590385
13.025229	0.087841786	1304.505	0.0015793735
14.025229	0.095695458	1390.7579	0.0016930294
15.025229	0.10098743	1469.8643	0.0018023979
16.025229	0.10929981	1574.1525	0.0019248845
17.025229	0.11736586	1705.5825	0.0020710877
18.025229	0.12402722	1800.2211	0.0021798017
19.025229	0.13153857	1910.6776	0.002266018
20.025229	0.13943763	1999.9456	0.0023680576
21.025229	0.1462328	2103.0833	0.0024644793
22.025229	0.15237527	2178.0906	0.0025461426
23.025229	0.16095078	2298.1033	0.0026784586
24.025229	0.16820678	2385.5056	0.0028163784
25.025229	0.17641795	2489.7727	0.0029303683
26.025229	0.18409485	2607.6616	0.003058274
27.025229	0.18989824	2698.3313	0.0031611444
28.025229	0.19861163	2811.4338	0.003228771
29.025229	0.20588629	2893.9626	0.0033094019
30.025229	0.21295825	3003.8474	0.0034261085
