MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Extensometre 4			Time:	220.13347	Sec	3/10/2021 8:38:29 AM
Time	Ch Disp.	Ch Force	Ch Extensometer
Sec	mm	N	mm/mm
191.1281	0.007067808	163.20399	4.1675257e-06
192.1281	0.013537138	256.45551	0.00010145258
193.1281	0.021572858	347.62506	0.00024079636
194.1281	0.026593506	435.03781	0.00037627795
195.1281	0.032093804	523.44806	0.00049211283
196.1281	0.039763898	648.54767	0.00062877865
197.1281	0.046690084	742.64154	0.00069677917
198.1281	0.054707363	843.00146	0.00082245772
199.1281	0.058469571	933.96442	0.00087194453
200.1281	0.066573061	1037.1781	0.00099170208
201.1281	0.073953539	1129.3654	0.001083025
202.1281	0.080334611	1232.8451	0.0012429291
203.1281	0.087831162	1323.5424	0.0013412993
204.1281	0.09507329	1448.3152	0.0014516953
205.1281	0.10151148	1548.7593	0.001549249
206.1281	0.10825255	1622.8334	0.0016511738
207.1281	0.11542783	1736.0016	0.0017500573
208.1281	0.12208387	1834.4648	0.0018683242
209.1281	0.12937516	1926.0175	0.0019624846
210.1281	0.13674094	2025.4852	0.0020766293
211.1281	0.14561954	2126.6577	0.0021976887
212.1281	0.1522139	2236.6729	0.0023207231
213.1281	0.15792651	2320.6558	0.0024181826
214.1281	0.16654295	2431.7964	0.0025239841
215.1281	0.17480902	2557.6663	0.0026528148
216.1281	0.18009147	2636.8628	0.0027373203
217.1281	0.18697375	2723.8176	0.002847367
218.1281	0.19482835	2835.8594	0.0029490083
219.1281	0.20097488	2932.6233	0.0030328005
220.1281	0.21003833	3054.3369	0.0031545246
