MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Rupture			Time:	376.53369	Sec	3/4/2021 12:16:09 PM
Ch Disp.	Ch Force	Time
mm	N	Sec
0.011179565	243.78931	251.33073
0.021405162	419.82788	252.33073
0.028704301	570.43256	253.33073
0.038590904	743.61664	254.33073
0.044564858	904.30322	255.33073
0.055505268	1078.6957	256.33075
0.060815018	1198.3552	257.33075
0.070381425	1361.2166	258.33075
0.078177989	1539.0447	259.33075
0.086202085	1693.9995	260.33075
0.09515705	1877.504	261.33075
0.10305959	2022.1335	262.33075
0.11160308	2193.5769	263.33075
0.12165288	2369.73	264.33075
0.12979868	2539.3196	265.33075
0.13735491	2704.5635	266.33075
0.14465067	2829.6533	267.33075
0.15370049	3006.0679	268.33075
0.16148502	3155.033	269.33075
0.16935407	3318.2498	270.33075
0.17890951	3485.4456	271.33075
0.18719032	3654.4927	272.33075
0.19530781	3788.634	273.33075
0.20293467	3942.658	274.33075
0.2124415	4113.0103	275.33075
0.21998324	4256.209	276.33075
0.22881828	4440.8672	277.33075
0.23667426	4581.7246	278.33075
0.24515654	4733.564	279.33075
0.25273183	4882.5503	280.33075
0.26232693	5049.229	281.33075
0.26996014	5193.9136	282.33075
0.27913812	5353.9248	283.33075
0.28738597	5502.1035	284.33075
0.29489917	5669.7563	285.33075
0.30628335	5826.8955	286.33075
0.31266361	5970.9131	287.33075
0.32010239	6076.769	288.33075
0.3306663	6272.3203	289.33075
0.3370125	6289.7632	290.33075
0.3475796	6486.4741	291.33075
0.35357025	6577.1855	292.33075
0.36320311	6762.5859	293.33075
0.37050629	6872.6431	294.33075
0.37949279	7065.4307	295.33075
0.38663241	7178.6162	296.33075
0.39626977	7369.3931	297.33075
0.40640441	7486.8032	298.33075
0.4120281	7605.3579	299.33075
0.42103219	7724.0024	300.33075
0.42855364	7901.8765	301.33075
0.44020095	8065.4985	302.33075
0.44541401	8154.0088	303.33075
0.45487833	8319.4072	304.33075
0.46289095	8451.252	305.33075
0.47132027	8584.9004	306.33075
0.47877225	8714.3682	307.33075
0.48801801	8861.8936	308.33075
0.49443612	8990.6797	309.33075
0.50579536	9134.3096	310.33075
0.51113892	9256.9238	311.33075
0.52186984	9401.917	312.33075
0.52825028	9534.5977	313.33075
0.5374819	9669.5566	314.33075
0.54423136	9790.375	315.33075
0.55411786	9951.8145	316.33075
0.5626483	10078.05	317.33075
0.57029551	10221.158	318.33075
0.57810086	10351.495	319.33075
0.5884825	10482.021	320.33075
0.5945406	10597.582	321.33075
0.60459369	10725.179	322.33075
0.61209786	10867.968	323.33075
0.62004673	10980.432	324.33075
0.62832689	11066.795	325.33075
0.63898635	11212.747	326.33075
0.64442271	11306.198	327.33075
0.65312934	11419.546	328.33075
0.6593411	11529.063	329.33075
0.67164153	11661.002	330.33075
0.67980546	11797.068	331.33075
0.68730646	11889.947	332.33075
0.6947428	12010.789	333.33075
0.70326364	12117.98	334.33075
0.71183985	12256.276	335.33075
0.71887249	12342.585	336.33075
0.73008311	12507.812	337.33075
0.73584187	12576.215	338.33075
0.74602181	12711.33	339.33075
0.75341588	12787.914	340.33075
0.761823	12910.323	341.33075
0.77073312	13011.911	342.33075
0.7779637	13126.516	343.33075
0.78916907	13274.253	344.33075
0.79608059	13321.86	345.33075
0.8041901	13405.936	346.33075
0.81194139	13499.813	347.33075
0.82090008	13629.533	348.33075
0.8291977	13728.156	349.33075
0.83643728	13824.427	350.33075
0.84484434	13906.587	351.33075
0.85348803	14003.741	352.33075
0.86254179	14097.302	353.33075
0.87172097	14198.152	354.33075
0.87894768	14271.287	355.33075
0.88790935	14349.641	356.33075
0.89510721	14436.581	357.33075
0.90482754	14529.065	358.33075
0.91257495	14635.825	359.33075
0.91946626	14693.093	360.33075
0.92966712	14798.384	361.33075
0.93756592	14867.853	362.33075
0.94738561	14964.92	363.33075
0.95385069	15033.992	364.33075
0.96422344	15110.289	365.33075
0.97129607	15178.295	366.33075
0.98015863	15264.946	367.33075
0.98809397	15275.591	368.33075
0.99598378	15277.14	369.33075
1.0033273	15077.759	370.33075
1.0112727	1247.4552	371.33075
1.0218307	1371.424	372.33075
1.0286838	1398.7844	373.33075
1.0364571	1416.8127	374.33075
1.0444686	1434.209	375.33075
1.0524687	1436.972	376.33075
