MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Extensometre_3			Time:	160.22461	Sec	3/4/2021 12:12:33 PM
Time	Ch Disp.	Ch Force	Ch Extensometer
Sec	mm	N	mm/mm
131.21941	0.0058351918	137.44067	5.2432177e-05
132.21941	0.011688568	233.03191	0.00016526537
133.21941	0.015110247	320.99292	0.00021085617
134.21941	0.021052495	423.40103	0.00031395809
135.21941	0.026805935	520.87231	0.00039117149
136.21941	0.030431071	609.53906	0.00045949471
137.21941	0.035614815	719.23718	0.00052851351
138.21941	0.039923515	840.46252	0.00059396413
139.21941	0.045207653	911.78308	0.00066980172
140.21941	0.05076107	1043.6556	0.00076078123
141.21941	0.056867488	1116.1238	0.00085158786
142.21941	0.06352926	1243.2875	0.00093864428
143.21941	0.066562004	1299.1211	0.0010285389
144.21941	0.070554562	1401.5234	0.0010554213
145.21941	0.076991364	1500.1295	0.001182024
146.21941	0.080265678	1615.0784	0.001221619
147.21941	0.085494697	1705.7914	0.0013398161
148.21941	0.090602167	1806.4869	0.0013858462
149.21941	0.095624663	1901.2762	0.0014706242
150.21941	0.099742815	1985.8657	0.0015167209
151.21941	0.10711561	2132.5698	0.0016127696
152.21941	0.11088628	2196.4346	0.00169254
153.21941	0.1161028	2332.1277	0.0017888242
154.21941	0.12249468	2399.1941	0.0018964891
155.21941	0.12819618	2522.7942	0.0019473609
156.21941	0.13269185	2621.4868	0.0020454524
157.21941	0.13773273	2713.7068	0.0020929549
158.21941	0.14369535	2803.1963	0.0022163847
159.21941	0.14782417	2916.5061	0.0022679134
160.21941	0.15539084	3028.9626	0.0023545073
