MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Extensometre 4			Time:	225.20068	Sec	3/4/2021 12:13:38 PM
Time	Ch Disp.	Ch Force	Ch Extensometer
Sec	mm	N	mm/mm
196.19531	0.0068591326	166.43015	0.00011006113
197.19531	0.012251504	254.81674	0.00020821416
198.19531	0.013648399	330.0835	0.0002334685
199.19531	0.021027548	456.22379	0.00032263834
200.19531	0.025231399	526.203	0.00035596333
201.19531	0.032477368	651.77747	0.00049464533
202.19531	0.035676688	728.54907	0.00054231577
203.19531	0.04107454	856.25543	0.00062405807
204.19531	0.043950748	903.33826	0.00066283031
205.19531	0.05061109	1049.6525	0.00076358521
206.19531	0.058190007	1155.9318	0.00085349544
207.19531	0.063460879	1269.5833	0.00091290486
208.19531	0.067008972	1323.1274	0.00097647868
209.19531	0.072284915	1466.2626	0.0010572982
210.19531	0.07730674	1534.5212	0.0011272964
211.19531	0.081733055	1648.7853	0.0012058485
212.19531	0.086277075	1718.9972	0.001249835
213.19531	0.09280546	1852.979	0.0013373235
214.19531	0.096920751	1911.6884	0.0013913619
215.19531	0.10129277	2040.5856	0.0014813972
216.19531	0.10645274	2097.2307	0.0015381471
217.19531	0.11325778	2238.1626	0.001600126
218.19531	0.11864985	2344.4336	0.0017000296
219.19531	0.12335245	2432.5313	0.0017418423
220.19531	0.12777513	2520.584	0.0018340473
221.19531	0.13266747	2634.5491	0.001900255
222.19531	0.13987286	2736.5535	0.0019936874
223.19531	0.1418495	2821.7297	0.0020265053
224.19531	0.15025899	2928.3245	0.002125568
225.19531	0.15310113	3025.4165	0.0021795968
