MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Extensometre 2			Time:	97.041183	Sec	3/4/2021 12:11:30 PM
Time	Ch Disp.	Ch Force	Ch Extensometer
Sec	mm	N	mm/mm
68.035812	0.0058480115	127.26321	8.0552789e-05
69.035812	0.011384114	262.32202	0.0001778555
70.035812	0.014735054	331.18723	0.00023310794
71.035812	0.020480504	474.62924	0.00031746668
72.035812	0.024139652	532.47046	0.00037168953
73.035812	0.031081973	631.35974	0.00046051975
74.035812	0.035906695	730.69684	0.00051684375
75.035812	0.040813986	833.66724	0.00061403663
76.035812	0.045810405	928.42712	0.00066422927
77.035812	0.052234303	1053.4855	0.00077185134
78.035812	0.058175731	1134.7229	0.00080183765
79.035812	0.063820168	1238.3993	0.00090976292
80.035812	0.066732593	1334.7953	0.00096020836
81.035812	0.073242128	1434.6204	0.0010415688
82.035812	0.077143922	1529.11	0.0011016256
83.035812	0.082083583	1626.287	0.0011970933
84.035812	0.086637802	1746.6893	0.0012750208
85.035812	0.091706134	1823.8314	0.0013482539
86.035812	0.097815268	1936.6967	0.0014193165
87.035812	0.10079105	1991.4689	0.001478887
88.035812	0.10750876	2129.7139	0.0015578561
89.035812	0.11313737	2212.2148	0.0016478496
90.035812	0.11742784	2340.2556	0.0017193238
91.035812	0.12417731	2422.7644	0.0018276083
92.035812	0.12837747	2531.6204	0.0018718018
93.035812	0.13350052	2621.5188	0.0019610606
94.035812	0.13899645	2720.5632	0.0020167381
95.035812	0.14550866	2838.3472	0.0021383925
96.035812	0.15043737	2934.3984	0.0021800804
97.035812	0.15508214	3023.2124	0.0022793182
