MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	461.04721	Sec	3/31/2021 8:06:05 AM
Time	Ch Disp.	Ch Force
Sec	mm	N
5.0258789	-0.082514025	-4.6249313
10.025879	-0.16482	-19.370445
15.025879	-0.24913786	-37.062958
20.025879	-0.33139759	-56.191574
25.025879	-0.41613358	-76.125282
30.025879	-0.49879879	-96.229942
35.025879	-0.58284289	-116.00513
40.025879	-0.66851497	-137.26768
45.025879	-0.74913841	-156.97224
50.025879	-0.83226836	-180.40324
55.025879	-0.91768509	-208.12823
60.025879	-0.99829894	-230.26408
65.025879	-1.0809789	-255.2256
70.025879	-1.1663367	-279.26614
75.025879	-1.2502494	-305.19031
80.025879	-1.3339123	-330.11487
85.025879	-1.4129997	-352.58582
90.025879	-1.4998519	-380.75439
95.025879	-1.5807309	-406.01559
100.02588	-1.6669579	-433.19183
105.02588	-1.7520292	-460.35553
110.02588	-1.8318212	-485.63907
115.02588	-1.9165553	-511.38474
120.02588	-1.9976175	-536.91028
125.02588	-2.0818019	-562.28125
130.02588	-2.1662004	-592.19733
135.02588	-2.247885	-619.51465
140.02588	-2.3345523	-647.70923
145.02588	-2.4161403	-670.96582
150.02588	-2.5020518	-698.35699
155.02588	-2.5799778	-724.45245
160.02588	-2.6653647	-753.31055
165.02588	-2.7503333	-779.9964
170.02588	-2.8321691	-808.49158
175.02588	-2.9161346	-833.92621
180.02588	-3.0034721	-862.98639
185.02588	-3.0859606	-888.67383
190.02588	-3.1702256	-914.1925
195.02588	-3.2560694	-945.45154
200.02588	-3.3358514	-970.37103
205.02588	-3.4223578	-999.0058
210.02588	-3.5049617	-1024.1652
215.02588	-3.5830057	-1046.0784
220.02588	-3.6671798	-1078.5212
225.02588	-3.7528481	-1103.8436
230.02588	-3.8354268	-1130.8099
235.02588	-3.9180334	-1159.1558
240.02588	-3.9978998	-1177.7296
245.02588	-4.0830541	-1205.5222
250.02588	-4.1683903	-1237.2002
255.02588	-4.2535443	-1265.6512
260.02588	-4.3340125	-1285.1836
265.02588	-4.4187841	-1317.0381
270.02588	-4.5042787	-1342.6141
275.02588	-4.5827618	-1365.6688
280.02588	-4.6698976	-1393.9005
285.02588	-4.7511463	-1416.1581
290.02588	-4.8358884	-1443.9747
295.02588	-4.9194174	-1474.3254
300.02588	-5.0016508	-1494.5405
305.02588	-5.0819292	-1515.9387
310.02588	-5.1668525	-1543.8444
315.02588	-5.2514958	-1576.0905
320.02588	-5.3336997	-1599.0291
325.02588	-5.4182749	-1622.9873
330.02588	-5.4991398	-1642.3076
335.02588	-5.5809269	-1667.6639
340.02588	-5.664854	-1690.9269
345.02588	-5.7430491	-1697.8225
350.02588	-5.8292341	-1738.281
355.02588	-5.9125438	-1748.9894
360.02588	-5.9976764	-1788.0991
365.02588	-6.0796309	-1813.4559
370.02588	-6.1673551	-1847.3502
375.02588	-6.247189	-1859.8127
380.02588	-6.3275571	-1870.9221
385.02588	-6.4132652	-1907.616
390.02588	-6.4967566	-1942.2281
395.02588	-6.5789332	-1957.9713
400.02588	-6.6660814	-1992.1312
405.02588	-6.7473216	-2017.1384
410.02588	-6.8303847	-2028.8942
415.02588	-6.9127645	-2052.5767
420.02588	-6.9964991	-2070.0125
425.02588	-7.0801859	-2098.3044
430.02588	-7.161912	-2116.2217
435.02588	-7.245872	-2142.2527
440.02588	-7.3314314	-2164.5627
445.02588	-7.4111671	-2173.4241
450.02588	-7.4955559	-2196.0522
455.02588	-7.5807409	-2221.3806
460.02588	-7.6629314	0.47338587
