MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Extensometre_3			Time:	163.60271	Sec	3/4/2021 12:04:42 PM
Time	Ch Disp.	Ch Force	Ch Extensometer
Sec	mm	N	mm/mm
134.59734	0.0073213908	159.14584	0.0001241493
135.59734	0.012615875	220.76526	0.00022761284
136.59734	0.016656172	325.53033	0.00027664375
137.59734	0.020561138	415.71344	0.00035979055
138.59734	0.023906443	495.39032	0.00039557143
139.59734	0.028579751	590.66846	0.00047550042
140.59734	0.034006801	693.97327	0.00052800321
141.59734	0.040549174	814.30438	0.00066654792
142.59734	0.043683544	885.70667	0.00067750935
143.59734	0.048962969	1019.9306	0.00078435079
144.59734	0.055954259	1113.668	0.00083234673
145.59734	0.058821451	1194.3435	0.00091099029
146.59734	0.065282583	1300.1383	0.00098709622
147.59734	0.067097917	1389.3119	0.0010515532
148.59734	0.074915022	1504.5599	0.0011464973
149.59734	0.076775841	1596.1373	0.0011893306
150.59734	0.083423682	1687.4098	0.0012906684
151.59734	0.086824	1783.9049	0.0013284712
152.59734	0.091720693	1876.4403	0.0014337788
153.59734	0.097949378	1993.2399	0.00147682
154.59734	0.10358357	2106.5322	0.0015843107
155.59734	0.10726587	2188.918	0.0016122337
156.59734	0.11272955	2301.4802	0.0017099298
157.59734	0.11605713	2366.5984	0.0017311901
158.59734	0.12152234	2490.8315	0.0018412706
159.59734	0.12726922	2597.833	0.0018932786
160.59734	0.13158202	2679.1953	0.0019653407
161.59734	0.13600086	2789.0247	0.0020315668
162.59734	0.14085673	2903.0029	0.0021239412
163.59734	0.14630887	2984.0916	0.0021599021
