MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Rupture			Time:	358.18198	Sec	3/4/2021 1:00:31 PM
Ch Disp.	Ch Force	Time
mm	N	Sec
0.0080531184	129.58139	246.35417
0.015267329	225.10889	247.35417
0.024963282	346.12308	248.35417
0.034082416	463.5643	249.35417
0.041994743	566.07153	250.35417
0.048719212	654.43604	251.35417
0.058569703	801.45337	252.35417
0.06555336	913.30103	253.35417
0.074076824	1039.5896	254.35417
0.081686527	1104.0737	255.35417
0.092360474	1257.7299	256.35419
0.098811828	1356.0585	257.35419
0.10683326	1470.478	258.35419
0.11436366	1546.0746	259.35419
0.1253702	1716.5287	260.35419
0.13294666	1818.25	261.35419
0.14082733	1911.7111	262.35419
0.14917925	2023.4861	263.35419
0.15634321	2147.9292	264.35419
0.16647148	2259.1589	265.35419
0.17549805	2386.2175	266.35419
0.18352538	2521.0356	267.35419
0.1897281	2591.8013	268.35419
0.20067716	2727.1941	269.35419
0.20983225	2854.9487	270.35419
0.21676755	2961.4702	271.35419
0.22487243	3054.8691	272.35419
0.23276554	3155.7058	273.35419
0.24127974	3295.4922	274.35419
0.24901442	3408.1875	275.35419
0.25582516	3498.2473	276.35419
0.26456907	3617.2317	277.35419
0.27294087	3720.6484	278.35419
0.28190792	3831.4966	279.35419
0.28988567	3942.5344	280.35419
0.29841605	4035.1511	281.35419
0.30759311	4162.8218	282.35419
0.31655777	4276.9009	283.35419
0.32503241	4380.9624	284.35419
0.33122042	4467.7739	285.35419
0.33898199	4605.6367	286.35419
0.34982011	4719.5293	287.35419
0.35697594	4797.1899	288.35419
0.36547905	4922.3433	289.35419
0.37623194	5058.4473	290.35419
0.38105765	5136.6475	291.35419
0.39151952	5241.8032	292.35419
0.40009487	5343.4419	293.35419
0.40701541	5473.5347	294.35419
0.41586384	5579.75	295.35419
0.42562065	5677.9438	296.35419
0.4332318	5752.9258	297.35419
0.44209087	5875.4893	298.35419
0.44962066	5982.3818	299.35419
0.45768568	6063.5151	300.35419
0.46613103	6189.292	301.35419
0.47347111	6258.9419	302.35419
0.48231459	6364.9199	303.35419
0.49025977	6467.8799	304.35419
0.49807477	6539.8525	305.35419
0.50842071	6604.1255	306.35419
0.51771599	6732.4116	307.35419
0.52572364	6841.21	308.35419
0.53397274	6919.8491	309.35419
0.54385495	7014.9609	310.35419
0.54966712	7109.2954	311.35419
0.55845714	7211.1797	312.35419
0.56642753	7317.8149	313.35419
0.57484359	7435.5278	314.35419
0.58243024	7533.8589	315.35419
0.59153873	7617.2793	316.35419
0.59849358	7704.2871	317.35419
0.60862941	7809.9458	318.35419
0.61551887	7886.0024	319.35419
0.62492508	7984.8721	320.35419
0.63457346	8101.3281	321.35419
0.64037913	8199.0625	322.35419
0.64928699	8299.5234	323.35419
0.65619421	8372.6689	324.35419
0.6643033	8460.7949	325.35419
0.67548674	8586.9932	326.35419
0.68263704	8658.457	327.35419
0.69004232	8751.3115	328.35419
0.70222992	8865.5928	329.35419
0.7074542	8943.1191	330.35419
0.71833616	9079.1162	331.35419
0.72353154	9135.9092	332.35419
0.73258716	9227.4482	333.35419
0.74068308	9310.9219	334.35419
0.74955899	9413.9717	335.35419
0.75833958	9492.3281	336.35419
0.76592654	9583.2578	337.35419
0.77466577	9679.9121	338.35419
0.78289264	9750.3877	339.35419
0.79019707	9847.8857	340.35419
0.79994506	9981.4395	341.35419
0.80591893	10033.087	342.35419
0.81570607	10124.563	343.35419
0.82401967	10198.294	344.35419
0.83286744	10302.18	345.35419
0.83934069	10343.576	346.35419
0.8508665	10456.66	347.35419
0.85848588	10533.392	348.35419
0.86682141	10625.855	349.35419
0.87409258	10714.648	350.35419
0.8827613	10755.861	351.35419
0.89257687	10440.091	352.35419
0.89907867	10232.299	353.35419
0.9069168	702.13892	354.35419
0.91599929	711.00916	355.35419
0.92381573	713.12299	356.35419
0.93412369	733.47046	357.35419
