MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Extensometre 2			Time:	97.636887	Sec	3/10/2021 7:53:18 AM
Time	Ch Disp.	Ch Force	Ch Extensometer
Sec	mm	N	mm/mm
68.631516	0.0078712134	144.68748	0.00010039033
69.631516	0.013247347	225.52055	0.0001901564
70.631516	0.019114042	343.64209	0.00028283958
71.631516	0.023083651	407.20474	0.00034748501
72.631516	0.028577955	520.38544	0.00042168857
73.631516	0.034617886	610.22064	0.00051793404
74.631516	0.038676776	732.62451	0.00061156513
75.631516	0.043911792	813.26715	0.00067215064
76.631516	0.050415799	942.21765	0.00076380244
77.631516	0.054849077	1008.3745	0.00080734841
78.631516	0.059888575	1107.907	0.00089075236
79.631516	0.063809827	1212.9127	0.00095730636
80.631516	0.072153859	1305.3516	0.0010411241
81.631516	0.076454468	1408.2202	0.0011060656
82.631516	0.081563786	1501.2634	0.0011857295
83.631516	0.086948782	1605.9664	0.0012555105
84.631516	0.091467954	1679.3633	0.0013205647
85.631516	0.096754961	1802.1167	0.0014238971
86.631516	0.10169853	1878.7131	0.0015044295
87.631516	0.1082074	2020.4492	0.0015631651
88.631516	0.11257286	2104.0757	0.0016294158
89.631516	0.11876153	2190.4451	0.0017194327
90.631516	0.12197971	2291.1055	0.0017727598
91.631516	0.12992308	2426.2449	0.001880007
92.631516	0.13317075	2510.665	0.0019087506
93.631516	0.14120278	2609.9802	0.0020242897
94.631516	0.14449431	2707.2336	0.0020680844
95.631516	0.1502022	2803.4915	0.0021516453
96.631516	0.15422079	2916.447	0.0022124397
97.631516	0.15978301	2995.0466	0.0022673868
