MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	663.66638	Sec	4/16/2021 7:44:13 AM
Time	Ch Disp.	Ch Force
Sec	mm	N
5.0245771	-0.080378644	-18.649916
10.024577	-0.16600969	-41.547558
15.024577	-0.24823301	-62.245819
20.024578	-0.33128601	-85.07222
25.024578	-0.41573438	-109.12672
30.024578	-0.49903604	-137.66696
35.024578	-0.5800451	-163.42445
40.024578	-0.66524535	-198.48097
45.024578	-0.74842983	-227.55305
50.024578	-0.83146459	-251.85672
55.024578	-0.91454071	-278.20178
60.024578	-0.99789333	-306.26337
65.024582	-1.0801803	-336.03641
70.024582	-1.1649001	-362.08643
75.024582	-1.247043	-391.39331
80.024582	-1.3324379	-416.43939
85.024582	-1.413743	-445.35672
90.024582	-1.4983833	-471.01266
95.024582	-1.5800456	-497.6333
100.02458	-1.663987	-524.79535
105.02458	-1.7472528	-554.18665
110.02458	-1.8323801	-582.31586
115.02458	-1.9130168	-609.88226
120.02458	-1.9961261	-637.59851
125.02458	-2.0814314	-669.68878
130.02458	-2.1648514	-696.36621
135.02458	-2.2444401	-721.84552
140.02458	-2.3325856	-754.66199
145.02458	-2.4146824	-783.5376
150.02458	-2.4990685	-813.35376
155.02458	-2.5816782	-838.46259
160.02458	-2.6653824	-868.34711
165.02458	-2.7477093	-896.90216
170.02458	-2.8325312	-926.14349
175.02458	-2.9135411	-954.91754
180.02458	-2.9998302	-983.07306
185.02458	-3.0833693	-1010.1482
190.02458	-3.1673381	-1043.9001
195.02458	-3.2507493	-1074.1582
200.02458	-3.3332729	-1101.1151
205.02458	-3.4109981	-1125.4747
210.02458	-3.5012717	-1157.8951
215.02458	-3.5826964	-1185.4159
220.02458	-3.6657345	-1211.7964
225.02458	-3.7509339	-1242.7373
230.02458	-3.8368063	-1270.4594
235.02458	-3.9166381	-1296.2803
240.02458	-4.0008988	-1324.2249
245.02458	-4.0852861	-1352.1758
250.02458	-4.1737685	-1389.2943
255.02458	-4.2564249	-1412.1145
260.0246	-4.3306084	-1432.7883
265.0246	-4.4195108	-1463.7975
270.0246	-4.5050263	-1493.6869
275.0246	-4.5868526	-1519.1938
280.0246	-4.6671958	-1548.425
285.0246	-4.7560744	-1579.3271
290.0246	-4.8379574	-1604.998
295.0246	-4.9155478	-1621.338
300.0246	-5.0044985	-1654.1387
305.0246	-5.0830293	-1679.1981
310.0246	-5.1643205	-1701.7799
315.0246	-5.2497635	-1731.8049
320.0246	-5.3355904	-1762.9553
325.0246	-5.4179368	-1788.2719
330.0246	-5.4993029	-1811.7693
335.0246	-5.585175	-1839.213
340.0246	-5.6726332	-1872.002
345.0246	-5.7524691	-1895.849
350.0246	-5.8391118	-1931.2417
355.0246	-5.9192238	-1952.511
360.0246	-6.0026374	-1976.5559
365.0246	-6.0840993	-1995.9768
370.0246	-6.1674013	-2020.679
375.0246	-6.2493124	-2050.1399
380.0246	-6.3327012	-2074.7212
385.0246	-6.4210548	-2107.7568
390.0246	-6.5008035	-2131.6392
395.0246	-6.5863647	-2149.8682
400.0246	-6.6691647	-2175.9495
405.0246	-6.745616	-2190.4675
410.0246	-6.8323922	-2219.1758
415.0246	-6.9183979	-2256.9504
420.0246	-6.9966869	-2264.5322
425.0246	-7.0845275	-2295.791
430.0246	-7.1623178	-2301.3008
435.0246	-7.2471862	-2341.3816
440.0246	-7.3334346	-2363.7195
445.0246	-7.4141779	-2381.241
450.0246	-7.4940171	-2403.0493
455.0246	-7.5832429	-2435.1277
460.0246	-7.6627407	-2454.709
465.0246	-7.743897	-2474.207
470.0246	-7.8316288	-2502.8979
475.0246	-7.9119234	-2506.3269
480.0246	-7.9952464	-2542.457
485.0246	-8.0794554	-2571.303
490.0246	-8.1618233	-2584.3052
495.0246	-8.2458935	-2601.6045
500.0246	-8.3298893	-2636.8596
505.0246	-8.4122248	-2649.427
510.0246	-8.4941521	-2668.2529
515.0246	-8.577898	-2690.3584
520.0246	-8.6627016	-2717.3652
525.0246	-8.7426157	-2724.0347
530.0246	-8.8257523	-2737.7878
535.0246	-8.9118166	-2770.4751
540.0246	-8.9943256	-2787.8164
545.0246	-9.0791864	-2815.2612
550.0246	-9.1623583	-2831.1389
555.0246	-9.2443638	-2849.7959
560.0246	-9.3283329	-2869.5527
565.0246	-9.411438	-2885.0742
570.0246	-9.4950161	-2903.5508
575.0246	-9.5790091	-2920.2229
580.0246	-9.6615009	-2937.0759
585.0246	-9.7455177	-2945.7185
590.0246	-9.8280764	-2968.0713
595.0246	-9.9102936	-2982.5156
600.0246	-9.9930515	-2990.6228
605.0246	-10.079598	-3013.4038
610.0246	-10.160348	-3029.729
615.0246	-10.243697	-3048.5298
620.0246	-10.329607	-3062.6367
625.0246	-10.412439	-3075.6514
630.0246	-10.493601	-3083.5793
635.0246	-10.57705	-3098.7588
640.0246	-10.660575	-3116.7563
645.0246	-10.743699	-3132.2988
650.0246	-10.828341	-3141.2537
655.0246	-10.909636	12.900311
660.0246	-10.994999	9.1321049
