MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	369.19238	Sec	3/24/2021 7:50:46 AM
Time	Ch Disp.	Ch Force
Sec	mm	N
5.0249023	-0.082863256	-21.821495
10.024902	-0.16582212	-42.380756
15.024902	-0.25152791	-65.369522
20.024902	-0.33209109	-83.281296
25.024902	-0.41480541	-101.94656
30.024902	-0.49845871	-123.4911
35.024902	-0.58257306	-142.39279
40.024902	-0.66543704	-157.13127
45.024902	-0.75038314	-176.92604
50.024902	-0.83417141	-195.43703
55.024902	-0.91515923	-215.46368
60.024902	-0.99858648	-232.64211
65.024902	-1.0832459	-249.6463
70.024902	-1.1668465	-270.79825
75.024902	-1.2497281	-287.19446
80.024902	-1.3327729	-306.09311
85.024902	-1.4152274	-326.40775
90.024902	-1.4999149	-345.46884
95.024902	-1.5836229	-365.39639
100.0249	-1.6657379	-382.95905
105.0249	-1.7490306	-400.38989
110.0249	-1.8317962	-419.32312
115.0249	-1.9157999	-435.46326
120.0249	-1.9996808	-455.59201
125.0249	-2.0813344	-472.95071
130.0249	-2.1663697	-490.47009
135.0249	-2.2501502	-509.14157
140.0249	-2.3327689	-524.50397
145.0249	-2.4160228	-543.47766
150.0249	-2.4975684	-559.34021
155.0249	-2.5832906	-576.8736
160.0249	-2.6654637	-593.487
165.0249	-2.7493165	-610.69043
170.0249	-2.8306017	-629.84338
175.0249	-2.9135258	-646.28369
180.0249	-2.9992468	-660.88251
185.0249	-3.081846	-677.24988
190.0249	-3.1654215	-692.86261
195.0249	-3.2496879	-708.76764
200.0249	-3.3342576	-723.62067
205.0249	-3.4166393	-741.81335
210.0249	-3.5001397	-756.08307
215.0249	-3.5829201	-773.45325
220.0249	-3.6665742	-786.57635
225.0249	-3.7477622	-801.25012
230.0249	-3.8313775	-814.68695
235.0249	-3.9156463	-831.8443
240.0249	-3.9995632	-845.19281
245.0249	-4.08184	-859.94769
250.0249	-4.1662235	-874.3653
255.0249	-4.2487636	-887.78345
260.0249	-4.3338971	-902.45966
265.0249	-4.4158597	-918.27148
270.0249	-4.4992685	-932.71527
275.0249	-4.5842309	-946.56732
280.0249	-4.6661291	-958.99231
285.0249	-4.7507524	-972.63098
290.0249	-4.8319006	-982.76056
295.0249	-4.9166627	-994.24316
300.0249	-4.9997067	-1005.7457
305.0249	-5.0852365	-1018.8314
310.0249	-5.1674166	-1029.47
315.0249	-5.2502913	-1037.026
320.0249	-5.3319693	-1046.5865
325.0249	-5.4171233	-1055.97
330.0249	-5.498713	-1061.6244
335.0249	-5.5834055	-1065.1255
340.0249	-5.666584	-1049.9253
345.0249	-5.7504129	-1040.7944
350.0249	-5.8323154	-1044.246
355.0249	-5.9171433	-1049.603
360.0249	-5.9992762	-1045.6721
365.0249	-6.0817704	-155.02617
