MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Rupture			Time:	324.48227	Sec	3/1/2021 7:27:17 AM
Ch Disp.	Ch Force	Time
mm	N	Sec
0.010812337	237.80269	60.702801
0.019683296	400.68832	61.702801
0.027039342	555.40851	62.702801
0.034100089	696.38788	63.702801
0.04422693	890.69788	64.702805
0.053164478	1031.3036	65.702805
0.061465379	1197.5513	66.702805
0.069632024	1373.8265	67.702805
0.077990294	1537.3236	68.702805
0.0866559	1695.9609	69.702805
0.094323844	1852.3455	70.702805
0.1025954	2007.4487	71.702805
0.11195548	2164.1335	72.702805
0.11930825	2304.7449	73.702805
0.12774663	2465.8577	74.702805
0.13725384	2631.8718	75.702805
0.14577417	2778.8613	76.702805
0.15263413	2948.2178	77.702805
0.16112061	3063.5825	78.702805
0.16898899	3229.2871	79.702805
0.17930602	3400.2954	80.702805
0.18678929	3551.1611	81.702805
0.19486886	3707.7014	82.702805
0.20373306	3878.0181	83.702805
0.21123694	4029.5244	84.702805
0.2196746	4173.4316	85.702805
0.22861153	4337.0664	86.702805
0.23659645	4470.3398	87.702805
0.24394731	4630.6689	88.702805
0.25446436	4812.3135	89.702805
0.26226422	4947.7505	90.702805
0.27016327	5110.2349	91.702805
0.27931252	5261.2407	92.702805
0.28648782	5415.6333	93.702805
0.29438579	5578.2183	94.702805
0.30299899	5733.7495	95.702805
0.31190944	5906.2266	96.702805
0.32059005	6054.5171	97.702805
0.32836106	6227.2749	98.702805
0.33683777	6390.4785	99.702805
0.3442817	6537.4766	100.7028
0.35337988	6694.3389	101.7028
0.36242968	6857.2563	102.7028
0.36927569	7017.2466	103.7028
0.3782934	7168.6797	104.7028
0.3876875	7323.1914	105.7028
0.39692914	7493.0479	106.7028
0.40495381	7646.8423	107.7028
0.41111234	7790.4785	108.7028
0.42112628	7947.8276	109.7028
0.42833084	8087.4404	110.7028
0.43891326	8238.7236	111.7028
0.44574434	8399.7285	112.7028
0.4544628	8566.0557	113.7028
0.46237621	8720.8438	114.7028
0.47119018	8869.8799	115.7028
0.4782196	9023.9941	116.7028
0.48702028	9203.2734	117.7028
0.49497029	9339.5713	118.7028
0.50514388	9524.7529	119.7028
0.51154935	9677.1992	120.7028
0.52050471	9839.9902	121.7028
0.52885926	9993.3232	122.7028
0.53717816	10133.638	123.7028
0.54509652	10292.826	124.7028
0.55301338	10435.762	125.7028
0.56315154	10623.839	126.7028
0.57064295	10752.848	127.7028
0.57890314	10905.306	128.7028
0.5871169	11057.709	129.7028
0.59619731	11203.848	130.7028
0.60239309	11347.753	131.7028
0.61220336	11502.302	132.7028
0.6205157	11661.779	133.7028
0.62888747	11818.664	134.7028
0.63895476	11969.311	135.7028
0.64570343	12085.508	136.7028
0.65572375	12240.476	137.7028
0.6633693	12397.997	138.7028
0.67177039	12551.693	139.7028
0.67911226	12706.686	140.7028
0.68727356	12850.653	141.7028
0.69617289	12998.339	142.7028
0.70344263	13170.412	143.7028
0.71372873	13339.125	144.7028
0.72252321	13489.476	145.7028
0.72999871	13616.701	146.7028
0.73712158	13756.553	147.7028
0.74638247	13909.274	148.7028
0.75334954	14079.229	149.7028
0.7626549	14229.913	150.7028
0.77151012	14362.507	151.7028
0.77966219	14537.829	152.7028
0.78806043	14684.265	153.7028
0.79647321	14838.999	154.7028
0.80467772	15005.203	155.7028
0.81199098	15135.825	156.7028
0.82057583	15293.77	157.7028
0.82916665	15445.668	158.7028
0.83816534	15603.906	159.7028
0.84505534	15750.906	160.7028
0.8552888	15911.722	161.7028
0.86228216	16075.878	162.7028
0.87074327	16235.018	163.7028
0.88008451	16387.938	164.7028
0.88737392	16525.088	165.7028
0.89672667	16697.357	166.7028
0.90499043	16850.502	167.7028
