MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Rupture			Time:	355.01254	Sec	3/10/2021 8:48:50 AM
Ch Disp.	Ch Force	Time
mm	N	Sec
0.014055672	200.51117	238.24203
0.022405542	322.43903	239.24203
0.032916449	454.56442	240.24203
0.039159376	550.7984	241.24203
0.048910957	713.48346	242.24203
0.055603463	800.19592	243.24203
0.065062411	924.22345	244.24203
0.074478835	1061.7144	245.24203
0.08210022	1165.4542	246.24203
0.088502757	1287.0859	247.24203
0.096092835	1404.1599	248.24203
0.10395865	1511.524	249.24203
0.11679451	1690.218	250.24203
0.12171348	1777.1329	251.24203
0.13054223	1910.4232	252.24203
0.1392066	2041.3573	253.24203
0.1497314	2174.6892	254.24203
0.15668319	2289.6714	255.24203
0.16638704	2402.4587	256.24203
0.17363331	2541.9209	257.24203
0.17953499	2637.3904	258.24203
0.19021888	2774.7061	259.24203
0.1984245	2897.6716	260.24203
0.20867924	3057.793	261.24203
0.21587133	3186.9658	262.24203
0.22358875	3287.0613	263.24203
0.23167902	3405.8074	264.24203
0.2406453	3531.8481	265.24203
0.24900988	3646.1296	266.24203
0.25735873	3785.2622	267.24203
0.26587251	3904.8555	268.24203
0.27318102	3987.2793	269.24203
0.28273922	4127.3086	270.24203
0.29072839	4267.6641	271.24203
0.29935062	4365.7158	272.24203
0.30986193	4504.8115	273.24203
0.31747651	4650.8569	274.24203
0.32312503	4728.0015	275.24203
0.33334351	4873.9155	276.24203
0.34230462	4978.9624	277.24203
0.34879571	5079.8892	278.24203
0.35901195	5195.9131	279.24203
0.36458719	5305.166	280.24203
0.37516308	5411.8003	281.24203
0.3827101	5498.2568	282.24203
0.39095193	5629.1201	283.24203
0.40013131	5757.7871	284.24203
0.40744203	5847.9248	285.24203
0.41678491	5986.1436	286.24203
0.42321146	6080.7036	287.24203
0.43301192	6191.0415	288.24203
0.44099599	6302.4829	289.24203
0.45126775	6437.2158	290.24203
0.45847103	6560.9541	291.24203
0.46675664	6660.7646	292.24203
0.4751142	6765.2217	293.24203
0.48241046	6876.2158	294.24203
0.4911927	6987.3135	295.24203
0.49746144	7081.8198	296.24203
0.50978827	7233.7217	297.24203
0.51668608	7345.2153	298.24203
0.52582335	7443.625	299.24203
0.53296947	7523.8564	300.24203
0.54310656	7665.854	301.24203
0.55231005	7792.0156	302.24203
0.5592261	7885.4932	303.24203
0.567366	7982.7983	304.24203
0.57511133	8090.374	305.24203
0.58401835	8198.7461	306.24203
0.59039736	8288.9766	307.24203
0.59993732	8414.2832	308.24203
0.60777229	8506.0547	309.24203
0.61623788	8606.79	310.24203
0.62655741	8723.8662	311.24203
0.63172227	8800.8408	312.24203
0.64206982	8927.9756	313.24203
0.64997923	9018.6084	314.24203
0.65626752	9090.7295	315.24203
0.66794461	9214.0762	316.24203
0.67599159	9288.6387	317.24203
0.6819253	9368.5889	318.24203
0.6930595	9510.25	319.24203
0.69953382	9584.8848	320.24203
0.70899922	9688.3555	321.24203
0.71528167	9763.1484	322.24203
0.72485471	9887.8232	323.24203
0.73371351	9979.6055	324.24203
0.74264967	10083.223	325.24203
0.74997783	10194.891	326.24203
0.75987381	10284.583	327.24203
0.76751989	10401.348	328.24203
0.77402878	10468.316	329.24203
0.7843079	10562.658	330.24203
0.79218757	10646.425	331.24203
0.80036223	10732.798	332.24203
0.80806273	10807.493	333.24203
0.81849843	10932.103	334.24203
0.82522148	11008.713	335.24203
0.83595324	11127.863	336.24203
0.84292686	11202.828	337.24203
0.85130906	11259.391	338.24203
0.85733074	11269.262	339.24203
0.86735493	11344.17	340.24203
0.87457281	11330.549	341.24203
0.88357395	11453.527	342.24203
0.8938244	11512.593	343.24203
0.89986384	11597.006	344.24203
0.90788603	11658.958	345.24203
0.91763854	11717.881	346.24203
0.9255898	11713.04	347.24203
0.93470174	11729.18	348.24203
0.94125879	11738.592	349.24203
0.95081234	724.7345	350.24203
0.95712471	711.73615	351.24203
0.96767497	717.95868	352.24203
0.97659576	725.54144	353.24203
0.98319727	722.45807	354.24203
