MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Extensometre 2			Time:	93.816246	Sec	3/10/2021 8:44:29 AM
Time	Ch Disp.	Ch Force	Ch Extensometer
Sec	mm	N	mm/mm
64.811035	0.0024560478	107.12997	4.2176711e-05
65.811035	0.0095710913	195.77209	0.00015445951
66.811035	0.015566047	312.10889	0.00026613535
67.811035	0.022295026	407.28632	0.00032560417
68.811035	0.030853679	518.08301	0.00043922517
69.811035	0.037879393	627.95032	0.00056566187
70.811035	0.044945262	725.21283	0.00066667207
71.811035	0.051591463	812.03217	0.00077249901
72.811035	0.057972074	913.11163	0.00087498728
73.811035	0.064232416	1010.2256	0.0010047619
74.811035	0.071521051	1119.4604	0.0011141314
75.811035	0.079796754	1227.032	0.0012208282
76.811035	0.085750677	1319.6666	0.001329375
77.811035	0.091307372	1425.3667	0.0014506825
78.811035	0.099590041	1548.8657	0.0015606482
79.811035	0.105143	1646.7457	0.001652549
80.811035	0.11287829	1726.6938	0.0017246105
81.811035	0.12066302	1824.3839	0.0018510892
82.811035	0.12495764	1935.1808	0.0019914205
83.811035	0.13264474	2026.9298	0.0020666164
84.811035	0.14006722	2145.8865	0.0021593829
85.811035	0.14583659	2225.5557	0.0022542106
86.811035	0.15707737	2348.1987	0.0024151311
87.811035	0.16272032	2415.7031	0.0025131374
88.811035	0.16736469	2511.0679	0.0025900055
89.811035	0.17456932	2620.4827	0.0026915288
90.811035	0.18249251	2736.6455	0.0028064416
91.811035	0.18897644	2853.5852	0.0029182781
92.811035	0.19529416	2931.5632	0.0030091358
93.811035	0.20280591	3031.5078	0.003109392
