MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Extensometre 4			Time:	216.19955	Sec	3/10/2021 8:46:31 AM
Time	Ch Disp.	Ch Force	Ch Extensometer
Sec	mm	N	mm/mm
187.19434	0.0052264598	55.17038	5.7881953e-05
188.19434	0.012980507	166.82648	0.00019293635
189.19434	0.019958274	283.38416	0.00031449072
190.19434	0.024972314	375.21848	0.00041281278
191.19434	0.031808861	472.07556	0.00051920628
192.19434	0.04056631	575.06982	0.00062508881
193.19434	0.047065143	697.89868	0.00075116486
194.19434	0.054648414	822.65033	0.00086755469
195.19434	0.05970164	900.1546	0.00093979749
196.19434	0.065636106	986.41949	0.0010085899
197.19434	0.075206049	1102.5239	0.0011586915
198.19434	0.081227079	1197.6161	0.0012442006
199.19434	0.087727599	1306.0911	0.001342378
200.19434	0.094691999	1412.4197	0.001432318
201.19434	0.1005569	1508.1348	0.0015251121
202.19434	0.10731702	1593.2111	0.0016278342
203.19434	0.11408288	1682.4857	0.0017174379
204.19434	0.11940405	1799.0431	0.0018658951
205.19434	0.12709719	1888.158	0.0019735282
206.19434	0.13563536	2016.0637	0.0020853379
207.19434	0.1413154	2085.332	0.0021731195
208.19434	0.14794008	2182.7112	0.002275876
209.19434	0.15467049	2292.8538	0.0023633749
210.19434	0.1628205	2385.8633	0.0024771823
211.19434	0.16820166	2485.9492	0.0025841824
212.19434	0.17630944	2606.8804	0.0026764455
213.19434	0.1829161	2720.2839	0.0027946285
214.19434	0.19028203	2812.6587	0.0028908616
215.19434	0.19576143	2904.0281	0.0029677309
216.19434	0.20372687	3004.7356	0.0030780497
