MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Rupture			Time:	421.09912	Sec	3/10/2021 7:17:51 AM
Ch Disp.	Ch Force	Time
mm	N	Sec
0.0010488071	81.86338	268.27899
0.010778362	232.62292	269.27899
0.018806912	392.03067	270.27899
0.026804728	518.81787	271.27899
0.034567688	665.2168	272.27899
0.043006122	853.02704	273.27899
0.052286506	993.62476	274.27899
0.059228569	1118.4757	275.27899
0.069424301	1275.3875	276.27899
0.076372363	1421.9415	277.27899
0.085425824	1551.3748	278.27899
0.093044594	1722.5626	279.27899
0.10223621	1855.4854	280.27899
0.10866538	1987.3701	281.27899
0.11768514	2155.5369	282.27899
0.12706803	2311.7778	283.27899
0.13591583	2466.9941	284.27899
0.14338841	2619.9048	285.27899
0.1515106	2765.3101	286.27899
0.1610873	2904.9038	287.27899
0.16896786	3065.5977	288.27899
0.17700405	3205.071	289.27899
0.18581937	3344.4702	290.27899
0.19390827	3483.9146	291.27899
0.20258939	3622.2659	292.27899
0.2113139	3767.9377	293.27899
0.21864122	3912.9463	294.27899
0.22727226	4073.3943	295.27899
0.23579444	4197.2925	296.27899
0.2429502	4372.2505	297.27899
0.25129828	4478.0693	298.27899
0.26057702	4635.9604	299.27899
0.26821437	4762.876	300.27899
0.27769002	4908.0654	301.27899
0.28500673	5062.1816	302.27899
0.29381746	5205.6841	303.27899
0.30371737	5367.2949	304.27899
0.31029248	5473.2583	305.27899
0.31987292	5624.877	306.27899
0.32807672	5739.9634	307.27899
0.33615321	5886.9766	308.27899
0.3445498	6048.0527	309.27899
0.35423979	6174.1133	310.27899
0.36170131	6318.356	311.27899
0.37005794	6459.9297	312.27899
0.37811354	6602.8462	313.27899
0.3857376	6698.9214	314.27899
0.39412245	6858.8896	315.27899
0.40301251	7003.0356	316.27899
0.4110525	7127.2275	317.27899
0.42040482	7262.7144	318.27899
0.42807394	7421.2578	319.27899
0.43661541	7522.6323	320.27899
0.44450396	7671.6743	321.27899
0.45392844	7787.0068	322.27899
0.46085578	7896.5103	323.27899
0.47012594	8037.2202	324.27899
0.47740427	8163.5083	325.27899
0.4875074	8290.9639	326.27899
0.49444515	8429.8799	327.27899
0.50339055	8552.6621	328.27899
0.51223201	8679.8838	329.27899
0.5193882	8806.7051	330.27899
0.52784479	8925.5439	331.27899
0.53655493	9055.4541	332.27899
0.54516292	9195.9355	333.27899
0.55203778	9323.9736	334.27899
0.56153381	9470.1592	335.27899
0.56977445	9606.6045	336.27899
0.57866812	9729.5449	337.27899
0.58668727	9845.4766	338.27899
0.59513754	9964.165	339.27899
0.60302633	10081.835	340.27899
0.61195666	10212.759	341.27899
0.62044674	10328.042	342.27899
0.62897992	10464.117	343.27899
0.63778681	10593.032	344.27899
0.64491767	10710.043	345.27899
0.653346	10848.689	346.27899
0.66084975	10957.177	347.27899
0.67090756	11083.997	348.27899
0.68005329	11207.688	349.27899
0.68633014	11310.497	350.27899
0.69456393	11421.577	351.27899
0.70229518	11531.483	352.27899
0.71135932	11635.835	353.27899
0.72148931	11763.85	354.27899
0.73117989	11905.765	355.27899
0.73691285	12001.24	356.27899
0.74642324	12132.911	357.27899
0.75384426	12248.297	358.27899
0.76230723	12354.948	359.27899
0.7707262	12466.864	360.27899
0.77922702	12569.808	361.27899
0.78730726	12692.611	362.27899
0.7963661	12798.314	363.27899
0.80476409	12921.319	364.27899
0.8125447	13030.935	365.27899
0.8215999	13156.366	366.27899
0.82939053	13268.637	367.27899
0.83767074	13371.346	368.27899
0.84669352	13494.749	369.27899
0.85497862	13571.276	370.27899
0.86316288	13693.775	371.27899
0.87066209	13791.488	372.27899
0.87949562	13903.738	373.27899
0.88772941	14010.026	374.27899
0.89629394	14117.693	375.27899
0.90351015	14219.028	376.27899
0.91363913	14317.521	377.27899
0.92246538	14422.053	378.27899
0.92889112	14510.078	379.27899
0.93872452	14607.271	380.27899
0.94582731	14712.606	381.27899
0.95469064	14831.39	382.27899
0.96222639	14909.674	383.27899
0.97158891	15026.446	384.27899
0.97955829	15125.625	385.27899
0.98809934	15235.078	386.27899
0.99636847	15326.306	387.27899
1.0053799	15431.497	388.27899
1.0126479	15516.918	389.27899
1.0219133	15629.641	390.27899
1.0294926	15724.104	391.27899
1.0391251	15813.953	392.27899
1.0463524	15917.635	393.27899
1.055257	15996.789	394.27899
1.0642214	16090.512	395.27899
1.0716448	16180.098	396.27899
1.079219	16260.979	397.27899
1.0872284	16359.193	398.27899
1.0966592	16470.758	399.27899
1.1056331	16564.844	400.27899
1.1145877	16648.533	401.27899
1.1228606	16736.348	402.27899
1.1303697	16826.832	403.27899
1.1397218	16931.682	404.27899
1.1480688	16984.705	405.27899
1.1554506	17087.9	406.27899
1.1649654	17168.246	407.27899
1.1714727	17241.746	408.27899
1.1783773	17301.232	409.27899
1.1883373	17384.414	410.27899
1.1962572	17439.422	411.27899
1.203589	17535.646	412.27899
1.2137777	17598.77	413.27899
1.2224271	17680.705	414.27899
1.2311676	17736.357	415.27899
1.2416688	1184.8906	416.27899
1.2471236	1231.3191	417.27899
1.2546895	1245.9304	418.27899
1.263366	1260.2152	419.27899
1.2707314	1259.2379	420.27899
