MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Extensometre 4			Time:	243.72495	Sec	3/10/2021 7:14:53 AM
Time	Ch Disp.	Ch Force	Ch Extensometer
Sec	mm	N	mm/mm
214.71973	0.0017500464	37.989517	4.5230307e-05
215.71973	0.008447676	148.61348	0.00017591054
216.71973	0.014163161	244.73889	0.00027900501
217.71973	0.019478647	360.46582	0.00039117975
218.71973	0.024749365	461.43011	0.0005056326
219.71973	0.031786859	554.77112	0.0005902946
220.71973	0.037380792	663.75848	0.0006971542
221.71973	0.043452837	782.45685	0.00080839125
222.71973	0.048851509	882.09589	0.00090633327
223.71973	0.05399422	983.51025	0.0010011125
224.71973	0.059831463	1081.7273	0.0011110007
225.71973	0.065118164	1188.8568	0.0012004407
226.71973	0.070921801	1284.6516	0.0013021883
227.71973	0.076550618	1379.1294	0.0013987134
228.71973	0.082875706	1477.0979	0.0014808726
229.71973	0.090292394	1580.7828	0.0015861702
230.71973	0.095170952	1679.8048	0.0016526822
231.71973	0.10084695	1773.3574	0.0017424672
232.71973	0.10455752	1859.4694	0.0018305129
233.71973	0.11191408	1967.7749	0.0019173941
234.71973	0.11638951	2072.2957	0.0019922694
235.71973	0.12294126	2173.5535	0.0021020744
236.71973	0.12758604	2279.6287	0.0021849182
237.71973	0.13356419	2383.7314	0.0022730601
238.71973	0.13941598	2483.2432	0.0023435191
239.71973	0.1441925	2592.2791	0.0024407031
240.71973	0.15074015	2698.8411	0.0025360193
241.71973	0.1556312	2792.4592	0.0026161748
242.71973	0.16333972	2895.4409	0.0027042113
243.71973	0.16745868	2992.5684	0.0027872005
