MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Rupture			Time:	363.47528	Sec	3/10/2021 8:12:45 AM
Ch Disp.	Ch Force	Time
mm	N	Sec
-0.0022223573	73.769463	248.14421
0.0061372966	197.69936	249.14421
0.016436961	346.0636	250.14421
0.023176797	508.1662	251.14421
0.031208625	605.82892	252.14421
0.040928345	737.07281	253.14421
0.048630863	861.43817	254.14421
0.056680925	1006.2643	255.14421
0.064333908	1109.9897	256.14423
0.074151464	1278.4514	257.14423
0.083009362	1411.428	258.14423
0.089305565	1530.3937	259.14423
0.097379804	1660.3961	260.14423
0.10462623	1796.2958	261.14423
0.11499776	1916.3344	262.14423
0.12176961	2057.342	263.14423
0.13257064	2218.2109	264.14423
0.13965003	2324.1929	265.14423
0.14690399	2457.2402	266.14423
0.15705998	2600.395	267.14423
0.16453686	2720.4766	268.14423
0.17188062	2846.1694	269.14423
0.18142751	2995.2695	270.14423
0.18965881	3142.7832	271.14423
0.19928202	3293.1582	272.14423
0.20829369	3402.865	273.14423
0.21629155	3561.6365	274.14423
0.22235438	3633.9126	275.14423
0.23133086	3776.1809	276.14423
0.24059014	3929.0095	277.14423
0.24809201	4066.2998	278.14423
0.25640255	4198.4644	279.14423
0.26280698	4326.7651	280.14423
0.27366292	4463.3247	281.14423
0.28208691	4599.8618	282.14423
0.28914249	4700.2314	283.14423
0.29900056	4839.4033	284.14423
0.30838528	5007.104	285.14423
0.31457144	5079.646	286.14423
0.32531592	5213.6567	287.14423
0.33131683	5317.7319	288.14423
0.33897474	5416.7808	289.14423
0.34966317	5574.2661	290.14423
0.35599181	5681.6621	291.14423
0.36607009	5804.4453	292.14423
0.37585685	5961.1709	293.14423
0.3817068	6054.73	294.14423
0.39021403	6143.1582	295.14423
0.39879009	6312.9438	296.14423
0.40626478	6429.6543	297.14423
0.41646025	6564.2944	298.14423
0.42308268	6678.418	299.14423
0.43247253	6805.7671	300.14423
0.44108158	6930.2529	301.14423
0.44720116	7046.5908	302.14423
0.45579752	7170.6577	303.14423
0.46656412	7315.0068	304.14423
0.47404888	7437.2222	305.14423
0.48242167	7560.2847	306.14423
0.49205798	7686.9248	307.14423
0.4985913	7795.0337	308.14423
0.50715113	7933.4331	309.14423
0.5160957	8055.2358	310.14423
0.52253509	8164.9331	311.14423
0.53164381	8282.7969	312.14423
0.54037172	8412.6885	313.14423
0.54981297	8550.6563	314.14423
0.55911303	8658.5371	315.14423
0.56551719	8788.8691	316.14423
0.57401848	8902.7695	317.14423
0.58203024	8924.6885	318.14423
0.59020036	9053.6514	319.14423
0.59900802	9179.0107	320.14423
0.61025822	9307.6523	321.14423
0.61499482	9401.8965	322.14423
0.62432808	9527.7178	323.14423
0.63248557	9609.4551	324.14423
0.64069235	9778.7373	325.14423
0.64823663	9873.9707	326.14423
0.65640086	9969.6025	327.14423
0.66539013	10127.928	328.14423
0.67348629	10233.322	329.14423
0.68493623	10379.649	330.14423
0.69037533	10461.689	331.14423
0.70065796	10604.523	332.14423
0.7074576	10699.229	333.14423
0.71487862	10825.499	334.14423
0.72396922	10924.51	335.14423
0.73119426	11024.06	336.14423
0.74017859	11159.111	337.14423
0.75072449	11284.696	338.14423
0.75736719	11369.523	339.14423
0.76669061	11507.142	340.14423
0.77517468	11614.287	341.14423
0.78415918	11734.801	342.14423
0.78898984	11826.027	343.14423
0.79989314	11952.443	344.14423
0.80848521	12075.187	345.14423
0.81340027	12145.961	346.14423
0.82367367	12255.325	347.14423
0.83181185	12364.187	348.14423
0.83910763	12454.633	349.14423
0.84865969	12572.588	350.14423
0.85761636	12695.752	351.14423
0.86662185	12789.414	352.14423
0.87392181	12854.05	353.14423
0.88146514	12975.033	354.14423
0.89148629	13084.494	355.14423
0.90162498	13204.891	356.14423
0.9075036	13284.513	357.14423
0.91575283	844.23645	358.14423
0.92519939	896.44025	359.14423
0.93335563	916.45422	360.14423
0.94092602	919.85309	361.14423
0.94962847	917.91528	362.14423
0.95827264	934.55054	363.14423
