MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	430.91635	Sec	3/31/2021 8:24:13 AM
Time	Ch Disp.	Ch Force
Sec	mm	N
5.0244141	-0.082300536	-15.081066
10.024414	-0.16854478	-32.977333
15.024414	-0.25036895	-46.446423
20.024414	-0.33393744	-64.193802
25.024414	-0.41666842	-79.109695
30.024414	-0.49988261	-97.595779
35.024414	-0.58272278	-112.13345
40.024414	-0.66608757	-135.45496
45.024414	-0.74988431	-160.0097
50.024414	-0.83377922	-177.11758
55.024414	-0.91633952	-198.51373
60.024414	-0.99995875	-216.97063
65.024414	-1.0833396	-236.74936
70.024414	-1.1672796	-258.59244
75.024414	-1.2492073	-279.54105
80.024414	-1.3319389	-300.1788
85.024414	-1.4154549	-320.29099
90.024414	-1.4975972	-339.75214
95.024414	-1.5816116	-361.33966
100.02441	-1.6673057	-382.94177
105.02441	-1.7485453	-402.96725
110.02441	-1.8347862	-422.77448
115.02441	-1.9149389	-444.84995
120.02441	-2.0013902	-464.72519
125.02441	-2.0814004	-486.86191
130.02441	-2.1656413	-505.77533
135.02441	-2.2489295	-530.01874
140.02441	-2.3320401	-548.3277
145.02441	-2.4158578	-568.40826
150.02441	-2.5004554	-591.83331
155.02441	-2.5827675	-612.68909
160.02441	-2.6653428	-631.23859
165.02441	-2.7485201	-651.40277
170.02441	-2.8318896	-673.56433
175.02441	-2.9156086	-696.76288
180.02441	-2.9982395	-714.90948
185.02441	-3.0829935	-735.38885
190.02441	-3.1664119	-759.61713
195.02441	-3.2486651	-778.85638
200.02441	-3.3315747	-798.91016
205.02441	-3.4164708	-821.69458
210.02441	-3.4986675	-842.27142
215.02441	-3.5829604	-863.39716
220.02441	-3.6652699	-884.51849
225.02441	-3.7495065	-903.56781
230.02441	-3.831105	-925.89709
235.02441	-3.9162984	-945.48145
240.02441	-3.9988039	-967.88635
245.02441	-4.0814252	-985.86395
250.02441	-4.1645918	-1011.5516
255.02441	-4.2479143	-1033.5513
260.02441	-4.3302588	-1052.0358
265.02441	-4.4134779	-1070.8258
270.02441	-4.4982781	-1093.0601
275.02441	-4.5820856	-1113.4515
280.02441	-4.6656494	-1133.4307
285.02441	-4.7495728	-1155.0831
290.02441	-4.8307343	-1173.2273
295.02441	-4.9146719	-1192.9949
300.02441	-4.998497	-1211.6409
305.02441	-5.0820503	-1232.6582
310.02441	-5.1666408	-1253.4479
315.02441	-5.247818	-1270.231
320.02441	-5.3318548	-1291.1139
325.02441	-5.4156861	-1311.353
330.02441	-5.4981937	-1330.1758
335.02441	-5.5805793	-1345.543
340.02441	-5.6649175	-1365.6713
345.02441	-5.746716	-1379.8904
350.02441	-5.8306122	-1400.2842
355.02441	-5.9154549	-1418.7529
360.02441	-5.996531	-1433.3756
365.02441	-6.0818467	-1455.563
370.02441	-6.1646419	-1467.3289
375.02441	-6.2471237	-1489.5063
380.02441	-6.3313303	-1505.3434
385.02441	-6.413106	-1520.4712
390.02441	-6.497365	-1538.1542
395.02441	-6.580699	-1555.1598
400.02441	-6.6639853	-1568.7795
405.02441	-6.7491546	-1588.5476
410.02441	-6.8317866	-1600.1595
415.02441	-6.9145956	-1615.986
420.02441	-6.9989214	-1638.6567
425.02441	-7.0800347	-1649.3442
430.02441	-7.1641665	41.32338
