MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Extensometre_3			Time:	175.58904	Sec	3/10/2021 7:45:31 AM
Time	Ch Disp.	Ch Force	Ch Extensometer
Sec	mm	N	mm/mm
146.58366	0.0054785102	70.987274	0.0001573967
147.58366	0.0093376311	173.92854	0.00021800678
148.58366	0.014095968	241.61351	0.00030682291
149.58366	0.020638086	372.57355	0.00039652444
150.58366	0.025508907	448.97598	0.00047409616
151.58366	0.031706963	582.53723	0.00058505463
152.58366	0.036897004	664.48792	0.00065580371
153.58366	0.043971479	785.18164	0.00076947489
154.58366	0.047476549	878.00287	0.00083880284
155.58366	0.055215996	980.56885	0.00095171109
156.58366	0.060923234	1073.09	0.0010345035
157.58366	0.06729386	1177.4626	0.0011471809
158.58366	0.070919201	1263.5546	0.0012074939
159.58366	0.077957563	1374.8158	0.0013247825
160.58366	0.08406198	1461.4001	0.0014043573
161.58366	0.089594707	1573.5892	0.001490054
162.58366	0.095207438	1685.3625	0.0015755661
163.58366	0.10027014	1773.8926	0.0016425166
164.58366	0.10741428	1880.7711	0.0017782192
165.58366	0.11367892	1986.6323	0.0018627954
166.58366	0.11845314	2079.802	0.0019432122
167.58366	0.12344945	2185.3728	0.0020130933
168.58366	0.12899253	2277.5378	0.0020794519
169.58366	0.13530307	2383.0957	0.0022037239
170.58366	0.13939489	2474.3694	0.0022499764
171.58366	0.14689416	2595.46	0.0023606594
172.58366	0.1503582	2677.2893	0.0024332933
173.58366	0.15762675	2798.2349	0.0025235109
174.58366	0.1616441	2864.4927	0.0026052329
175.58366	0.16828518	3000.9692	0.0026990422
