MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Rupture			Time:	357.22055	Sec	3/10/2021 7:48:32 AM
Ch Disp.	Ch Force	Time
mm	N	Sec
0.0098390142	189.09088	264.61493
0.018211422	334.81833	265.61493
0.024437137	479.95502	266.61493
0.034109529	636.2774	267.61493
0.043804865	805.84741	268.61493
0.05270287	941.3858	269.61493
0.060421165	1109.4272	270.61493
0.068338051	1242.7877	271.61493
0.076767623	1403.0741	272.61493
0.084814616	1522.358	273.61493
0.092627414	1701.8384	274.61493
0.09943343	1780.7484	275.61493
0.10944102	1997.7222	276.61493
0.11853121	2128.8159	277.61493
0.12568888	2268.3865	278.61493
0.13518526	2419.1897	279.61493
0.14252195	2596.8335	280.61493
0.15041737	2702.3115	281.61493
0.15997706	2860.759	282.61493
0.16664131	2991.573	283.61493
0.17692043	3170.1917	284.61493
0.18602782	3315.5813	285.61493
0.19160768	3458.1223	286.61493
0.20158617	3615.5569	287.61493
0.20884448	3755.8455	288.61493
0.21725193	3865.0881	289.61493
0.22535384	4030.0974	290.61493
0.23259284	4150.2729	291.61493
0.24156296	4338.2739	292.61493
0.25117737	4470.1909	293.61493
0.25938293	4626.6025	294.61493
0.26886356	4757.6777	295.61493
0.27638081	4914.062	296.61493
0.28380278	5034.8721	297.61493
0.29149473	5179.2202	298.61493
0.3017624	5299.0981	299.61493
0.30873069	5440.2656	300.61493
0.31775227	5530.4131	301.61493
0.32610518	5677.2026	302.61493
0.33458582	5811.3462	303.61493
0.34346634	5975.1025	304.61493
0.34992528	6074.8315	305.61493
0.35887596	6216.6968	306.61493
0.36856207	6345.4468	307.61493
0.37567014	6491.1245	308.61493
0.38441706	6611.812	309.61493
0.3928479	6752.3906	310.61493
0.40096515	6889.7671	311.61493
0.40718454	7009.7456	312.61493
0.41782486	7159.0449	313.61493
0.42622972	7317.2861	314.61493
0.43360808	7442.9102	315.61493
0.44337922	7601.4824	316.61493
0.44975084	7688.8945	317.61493
0.45981953	7850.7715	318.61493
0.46775725	7945.0708	319.61493
0.47582665	8063.3975	320.61493
0.48502189	8191.8027	321.61493
0.49336442	8332.4004	322.61493
0.50150734	8461.4912	323.61493
0.50947773	8512.1055	324.61493
0.51856214	8663.8877	325.61493
0.52720094	8766.1631	326.61493
0.53559852	8868.4717	327.61493
0.54405499	8999.3936	328.61493
0.55097353	9097.8428	329.61493
0.56004632	9204.1484	330.61493
0.56856972	9332.9512	331.61493
0.57611489	9456.0654	332.61493
0.58411759	9586.0898	333.61493
0.59190887	9671.8809	334.61493
0.59953249	9766.6689	335.61493
0.60947412	9887.6348	336.61493
0.61811256	9960.7881	337.61493
0.62684435	10114.004	338.61493
0.63492352	10197.713	339.61493
0.64329076	10309.891	340.61493
0.65167874	10426.014	341.61493
0.66112304	10517.149	342.61493
0.66909343	10630.336	343.61493
0.67690253	10721.105	344.61493
0.68435425	10792.252	345.61493
0.6924578	10896.508	346.61493
0.70075953	10960.63	347.61493
0.70903599	11013.584	348.61493
0.71833116	11110.518	349.61493
0.72613281	10986.917	350.61493
0.73587608	1151.5297	351.61493
0.7422033	1222.3545	352.61493
0.75112098	1267.0903	353.61493
0.76023012	1303.9344	354.61493
0.76775652	1309.4884	355.61493
0.7756744	1291.05	356.61493
