MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Extensometre 4			Time:	236.81821	Sec	3/4/2021 12:31:56 PM
Time	Ch Disp.	Ch Force	Ch Extensometer
Sec	mm	N	mm/mm
207.81299	0.010058003	164.67326	1.3060631e-05
208.81299	0.016421046	252.14067	0.00024074111
209.81299	0.024862709	368.98746	0.00050071115
210.81299	0.028827809	439.7496	0.00044099923
211.81299	0.035856541	530.54541	0.00061527541
212.81299	0.044511087	640.98059	0.00089975726
213.81299	0.048635438	739.18488	0.00090870896
214.81299	0.056171175	833.71875	0.0010095888
215.81299	0.062504254	933.83667	0.0012392035
216.81299	0.067959629	1045.1385	0.0013533559
217.81299	0.074472032	1123.6814	0.0014026368
218.81299	0.081329279	1198.8311	0.0015457977
219.81299	0.087858334	1334.0607	0.001758097
220.81299	0.095170118	1436.174	0.0018091389
221.81299	0.10176858	1509.4644	0.0019295388
222.81299	0.10970406	1634.0281	0.0021214178
223.81299	0.11553106	1738.2976	0.0021934116
224.81299	0.12157165	1805.7064	0.0022770113
225.81299	0.12769416	1929.6235	0.002479471
226.81299	0.135318	2019.3987	0.0025194604
227.81299	0.14077362	2101.2964	0.0026276351
228.81299	0.14739032	2197.6841	0.0028246969
229.81299	0.15390314	2312.3394	0.0028851014
230.81299	0.16180538	2411.6018	0.0030339302
231.81299	0.16769655	2504.1858	0.0031723417
232.81299	0.17404602	2615.7607	0.0032586227
233.81299	0.18042828	2691.2571	0.0033663856
234.81299	0.18925375	2829.0505	0.0035451357
235.81299	0.19350104	2901.4438	0.0035852171
236.81299	0.20112734	3004.7524	0.003739866
