MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Rupture			Time:	397.53467	Sec	3/4/2021 12:34:37 PM
Ch Disp.	Ch Force	Time
mm	N	Sec
-0.00011908409	58.289021	262.18817
0.0091084363	161.94997	263.18817
0.019236555	329.2916	264.18817
0.026500555	427.58344	265.18817
0.035437949	555.80707	266.18817
0.042518932	685.25525	267.18817
0.051041268	822.61749	268.18817
0.059058446	922.72125	269.18817
0.069451079	1082.0964	270.18817
0.077501141	1198.1682	271.18817
0.085124575	1341.8815	272.18817
0.094419301	1456.4531	273.18817
0.10205564	1556.8458	274.18817
0.10881294	1680.6012	275.18817
0.11753551	1798.8271	276.18817
0.12797609	1947.2708	277.18817
0.134818	2077.158	278.18817
0.14408918	2210.2705	279.18817
0.15273491	2317.8223	280.18817
0.15962826	2461.2844	281.18817
0.16967048	2584.3633	282.18817
0.17588164	2674.9585	283.18817
0.18501717	2842.0359	284.18817
0.19256335	2935.9958	285.18817
0.20197773	3066.603	286.18817
0.20980139	3200.0942	287.18817
0.21832536	3316.9263	288.18817
0.22617833	3419.2637	289.18817
0.23319523	3551.5439	290.18817
0.24413994	3707.7625	291.18817
0.25260034	3810.4448	292.18817
0.26065749	3955.303	293.18817
0.26782355	4042.3994	294.18817
0.27636418	4164.1626	295.18817
0.28497261	4303.7778	296.18817
0.29582921	4444.377	297.18817
0.30344424	4533.5078	298.18817
0.30959138	4653.8271	299.18817
0.31919253	4773.8672	300.18817
0.3283385	4888.8633	301.18817
0.33611417	5029.4292	302.18817
0.34399006	5137.0103	303.18817
0.35250139	5227.4238	304.18817
0.36119738	5399.9531	305.18817
0.36780402	5494.2031	306.18817
0.3773565	5604.23	307.18817
0.38528979	5708.0859	308.18817
0.392286	5837.2339	309.18817
0.40229297	5958.5527	310.18817
0.41167784	6063.9229	311.18817
0.41862202	6202.728	312.18817
0.42681736	6307.7144	313.18817
0.43533972	6402.1816	314.18817
0.44349578	6527.4355	315.18817
0.45230958	6628.5278	316.18817
0.460408	6718.8042	317.18817
0.46885929	6835.1216	318.18817
0.47697961	6937.0679	319.18817
0.48651817	7050.2261	320.18817
0.49266049	7138.561	321.18817
0.50315499	7289.0708	322.18817
0.51197988	7404.4233	323.18817
0.5206129	7504.2461	324.18817
0.52683473	7588.4766	325.18817
0.53465456	7683.2529	326.18817
0.54393685	7794.1621	327.18817
0.55323261	7922.0947	328.18817
0.5606401	7946.4375	329.18817
0.56883955	8063.9951	330.18817
0.57711458	8188.2783	331.18817
0.58421779	8271.293	332.18817
0.59327126	8388.5752	333.18817
0.60133201	8495.9912	334.18817
0.61170208	8622.7168	335.18817
0.61752665	8709.6689	336.18817
0.62939471	8880.0586	337.18817
0.63557571	8961.5068	338.18817
0.64460057	9048.8916	339.18817
0.65376985	9178.6631	340.18817
0.65937632	9262.1426	341.18817
0.67004293	9374.1172	342.18817
0.67785919	9468.2256	343.18817
0.68678468	9587.167	344.18817
0.69404989	9678.0547	345.18817
0.70111436	9768.9189	346.18817
0.71072257	9892.8047	347.18817
0.71762288	9970.7461	348.18817
0.72662437	10086.426	349.18817
0.73573995	10168.522	350.18817
0.74279064	10286.787	351.18817
0.75319934	10400.486	352.18817
0.75997561	10491.974	353.18817
0.7695365	10632.956	354.18817
0.77791691	10710.229	355.18817
0.78769672	10830.194	356.18817
0.79493058	10927.052	357.18817
0.8012653	10994.351	358.18817
0.81000197	11095.548	359.18817
0.82042319	11208.596	360.18817
0.82598436	11298.44	361.18817
0.83363271	11356.843	362.18817
0.84501106	11460.633	363.18817
0.85198003	11548.254	364.18817
0.85946167	11648.504	365.18817
0.86764121	11735.382	366.18817
0.87692404	11826.188	367.18817
0.88468522	11945.378	368.18817
0.89419591	12009.621	369.18817
0.90165973	12083.968	370.18817
0.91093749	12177.812	371.18817
0.91993731	12230.238	372.18817
0.92846316	12320.832	373.18817
0.93701524	12394.701	374.18817
0.94520223	12493.248	375.18817
0.95175558	12546.288	376.18817
0.96359599	12629.787	377.18817
0.96984917	12708.028	378.18817
0.97862154	12780.51	379.18817
0.98645377	12840.43	380.18817
0.99432886	12929.147	381.18817
1.0026484	13000.876	382.18817
1.0123628	13077.065	383.18817
1.0178405	13118.969	384.18817
1.0272875	13231.174	385.18817
1.0349634	13280.707	386.18817
1.0444335	13360.874	387.18817
1.0533215	13438.681	388.18817
1.0597116	13468.315	389.18817
1.0686277	13520.71	390.18817
1.0780914	13250.083	391.18817
1.0872508	1524.8621	392.18817
1.094303	1504.6077	393.18817
1.1020885	1500.4617	394.18817
1.1112412	1501.7963	395.18817
1.1179252	1505.0172	396.18817
1.1276422	1500.7654	397.18817
