MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Extensometre_1			Time:	30.032064	Sec	3/4/2021 12:46:55 PM
Time	Ch Disp.	Ch Force	Ch Extensometer
Sec	mm	N	mm/mm
1.0250652	0.011700622	191.94077	0.00030338494
2.0250652	0.02089577	310.76666	0.00038085933
3.0250652	0.026066553	390.035	0.00055447395
4.0250654	0.033929139	490.31934	0.00073779066
5.0250654	0.040438782	574.44849	0.00077445537
6.0250654	0.050293323	678.2207	0.00095506909
7.0250654	0.056359682	791.26978	0.0011320526
8.0250654	0.064202599	898.43622	0.0012130637
9.0250654	0.068634495	968.24426	0.0013012774
10.025065	0.076268576	1065.8147	0.0014995338
11.025065	0.084862471	1183.4275	0.0015913742
12.025065	0.09297134	1281.827	0.0017168119
13.025065	0.098710388	1377.6431	0.0018854405
14.025065	0.10591538	1465.05	0.0019526593
15.025065	0.11247389	1570.3674	0.002078386
16.025066	0.12216595	1668.807	0.002238567
17.025066	0.12894164	1778.9569	0.0023385719
18.025066	0.13446483	1842.1738	0.0024233214
19.025066	0.14338589	1954.4967	0.0026246787
20.025066	0.15234023	2069.5464	0.0027108805
21.025066	0.15706985	2142.4106	0.0027842449
22.025066	0.16648509	2254.0872	0.0029800837
23.025066	0.17302306	2350.7485	0.003071253
24.025066	0.18089733	2444.2847	0.0031653573
25.025066	0.1903031	2567.0313	0.0033439943
26.025066	0.19596757	2643.0613	0.003436049
27.025066	0.20269266	2744.1155	0.0035256571
28.025066	0.21240275	2835.5994	0.0036515354
29.025066	0.21672072	2925.562	0.0037791778
30.025066	0.22582752	3039.365	0.0038841371
