MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	442.59131	Sec	3/31/2021 8:16:06 AM
Time	Ch Disp.	Ch Force
Sec	mm	N
5.025228	-0.16036408	-40.449863
10.025229	-0.24330226	-58.804974
15.025229	-0.32901818	-82.214745
20.025229	-0.41031912	-104.41293
25.025229	-0.49464598	-125.18652
30.025229	-0.57597959	-156.38107
35.02523	-0.65905917	-178.41534
40.02523	-0.74360049	-199.92972
45.02523	-0.82931221	-221.90741
50.02523	-0.91022229	-240.81714
55.02523	-0.99484408	-264.20859
60.02523	-1.0788358	-288.3233
65.02523	-1.1603383	-308.39755
70.02523	-1.2435791	-333.06906
75.02523	-1.3268872	-357.65021
80.02523	-1.4087052	-379.07773
85.02523	-1.4938432	-402.72281
90.02523	-1.5764822	-426.42978
95.02523	-1.6585373	-449.03882
100.02523	-1.7435359	-473.07367
105.02523	-1.8262887	-495.34827
110.02523	-1.9088749	-518.43335
115.02523	-1.9923707	-542.91937
120.02523	-2.0771198	-567.92719
125.02523	-2.1597183	-590.82452
130.02524	-2.2432101	-614.33502
135.02524	-2.3280399	-638.32776
140.02524	-2.4090121	-660.81763
145.02524	-2.4922919	-683.51538
150.02524	-2.5765932	-708.18481
155.02524	-2.6607814	-731.4054
160.02524	-2.7437439	-754.15131
165.02524	-2.8272898	-781.70575
170.02524	-2.9099755	-801.41321
175.02524	-2.9944012	-826.00763
180.02524	-3.0761178	-847.50464
185.02524	-3.158524	-874.271
190.02524	-3.2424843	-895.34167
195.02524	-3.3260825	-920.5249
200.02524	-3.4090621	-946.58246
205.02524	-3.4928944	-969.47937
210.02524	-3.5748587	-991.69971
215.02524	-3.6612666	-1024.47
220.02524	-3.7422748	-1044.7675
225.02524	-3.8271139	-1067.7584
230.02524	-3.9096615	-1089.7942
235.02524	-3.9926813	-1114.4655
240.02524	-4.0767045	-1137.9854
245.02524	-4.1599808	-1160.0773
250.02524	-4.2426181	-1184.3065
255.02524	-4.3265543	-1204.1467
260.02524	-4.4107842	-1227.2363
265.02524	-4.4926796	-1248.5785
270.02524	-4.5771441	-1274.9679
275.02524	-4.6607132	-1296.2991
280.02524	-4.7434955	-1314.631
285.02524	-4.8265576	-1338.0719
290.02524	-4.9092607	-1360.0673
295.02524	-4.9921188	-1381.7468
300.02524	-5.0762167	-1401.3262
305.02524	-5.1611295	-1422.7583
310.02524	-5.2408915	-1443.188
315.02524	-5.3270025	-1467.3967
320.02524	-5.4099007	-1488.8894
325.02524	-5.4937582	-1510.8969
330.02524	-5.575808	-1528.4553
335.02524	-5.6588335	-1547.178
340.02524	-5.7431645	-1567.8845
345.02524	-5.8247318	-1585.4226
350.02524	-5.9109187	-1607.6442
355.02524	-5.9924526	-1622.8301
360.02524	-6.0771499	-1647.1632
365.02524	-6.1606545	-1665.6176
370.02524	-6.2443104	-1690.033
375.02524	-6.3271041	-1707.1045
380.02524	-6.4090624	-1722.8208
385.02524	-6.4945364	-1741.2307
390.02524	-6.5752468	-1760.5313
395.02524	-6.6585135	-1771.7018
400.02524	-6.7437549	-1794.8887
405.02524	-6.8274751	-1808.618
410.02524	-6.9088683	-1827.5962
415.02524	-6.9932618	-1842.9594
420.02524	-7.0756397	-1859.0327
425.02524	-7.1612802	-1882.9205
430.02524	-7.2421055	-1899.2742
435.02524	-7.3270345	-1921.2684
440.02524	-7.4086342	41.644241
