MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Extensometre_3			Time:	171.50327	Sec	3/4/2021 12:21:18 PM
Time	Ch Disp.	Ch Force	Ch Extensometer
Sec	mm	N	mm/mm
142.49805	0.010640095	174.78168	0.00017349144
143.49805	0.015893091	289.19	0.00026444384
144.49805	0.018848745	357.29846	0.00035076926
145.49805	0.027309923	454.42532	0.00045772645
146.49805	0.031151013	568.84491	0.00052035984
147.49805	0.03693324	655.15576	0.0005642777
148.49805	0.041621145	730.54895	0.00071053731
149.49805	0.046616338	839.53369	0.00075885723
150.49805	0.054072984	943.04596	0.00084497395
151.49805	0.059132513	1041.3851	0.00096978818
152.49805	0.066759832	1167.9197	0.0010575686
153.49805	0.072648861	1237.5819	0.0011249237
154.49805	0.077206507	1358.6459	0.0012204172
155.49805	0.082480654	1414.8721	0.0012747637
156.49805	0.088878118	1537.1091	0.0013989285
157.49805	0.094826773	1640.5867	0.0014671512
158.49805	0.10052361	1758.4249	0.0015627655
159.49805	0.1063735	1842.3582	0.001693682
160.49805	0.11234531	1943.7434	0.0017347112
161.49805	0.11842391	2029.929	0.0018470103
162.49805	0.1257523	2173.2153	0.0019498626
163.49805	0.12992638	2234.8005	0.0020048467
164.49805	0.13468841	2331.8416	0.0021223901
165.49805	0.14130962	2435.2749	0.0021792946
166.49805	0.14825906	2548.2947	0.0022643625
167.49805	0.15329358	2624.4983	0.0023927293
168.49805	0.15835071	2732.6147	0.0024366768
169.49805	0.16630754	2821.7964	0.00255789
170.49805	0.17230803	2953.5884	0.0026472297
171.49805	0.17595366	3024.9875	0.0027112318
