MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	407.14926	Sec	3/17/2021 7:44:09 AM
Time	Ch Disp.	Ch Force
Sec	mm	N
5.0255537	-0.082468837	-7.2180605
10.025554	-0.16535456	-17.444944
15.025554	-0.25058731	-27.399899
20.025555	-0.33273062	-40.466293
25.025555	-0.41450688	-52.83242
30.025555	-0.49965462	-66.551689
35.025555	-0.58112699	-79.959824
40.025555	-0.66766798	-96.346802
45.025555	-0.74966002	-113.33093
50.025555	-0.83241886	-133.60843
55.025555	-0.91637832	-147.93338
60.025555	-0.9988113	-163.92491
65.025558	-1.0829222	-178.01978
70.025558	-1.1646034	-193.77507
75.025558	-1.2477379	-209.27271
80.025558	-1.3344591	-223.72087
85.025558	-1.4171154	-238.3782
90.025558	-1.4986807	-256.09158
95.025558	-1.5829377	-270.77029
100.02556	-1.6653353	-284.85443
105.02556	-1.7486396	-301.21768
110.02556	-1.8316675	-316.78894
115.02556	-1.9165996	-332.03189
120.02556	-1.9988407	-348.78143
125.02556	-2.0808949	-365.23526
130.02556	-2.1665115	-378.33624
135.02556	-2.2500043	-395.20071
140.02556	-2.3335714	-409.95169
145.02556	-2.4181085	-425.83627
150.02556	-2.4983356	-437.97687
155.02556	-2.5804715	-454.71939
160.02556	-2.6653297	-470.76376
165.02556	-2.7490222	-486.97437
170.02556	-2.8319347	-504.11243
175.02556	-2.9148319	-518.48682
180.02556	-2.9993401	-533.43835
185.02556	-3.0817754	-550.80115
190.02556	-3.1656172	-568.15601
195.02556	-3.2490067	-581.11621
200.02556	-3.3315217	-594.8855
205.02556	-3.4160204	-611.03021
210.02556	-3.4984672	-624.52063
215.02556	-3.5828154	-641.95209
220.02556	-3.6639683	-654.92255
225.02556	-3.7480018	-670.25818
230.02556	-3.8314555	-683.93536
235.02556	-3.9146001	-699.29578
240.02556	-4.0003967	-715.00702
245.02556	-4.0839748	-730.21985
250.02556	-4.166872	-744.4704
255.02556	-4.2475491	-754.37335
260.02557	-4.3325477	-768.17065
265.02557	-4.4172692	-781.50488
270.02557	-4.4991665	-794.77405
275.02557	-4.582624	-807.18671
280.02557	-4.6659732	-819.36298
285.02557	-4.7487869	-833.94495
290.02557	-4.8336253	-844.88
295.02557	-4.9160156	-855.49084
300.02557	-4.9989476	-866.75708
305.02557	-5.0838118	-876.1239
310.02557	-5.1673117	-888.09601
315.02557	-5.2493773	-897.93732
320.02557	-5.3328071	-909.10858
325.02557	-5.4160953	-921.32947
330.02557	-5.4989858	-928.42303
335.02557	-5.5833621	-942.10809
340.02557	-5.6656928	-950.80939
345.02557	-5.7486911	-961.46655
350.02557	-5.8324394	-974.26611
355.02557	-5.9164457	-985.74542
360.02557	-5.9999962	-997.42499
365.02557	-6.0829592	-1004.5021
370.02557	-6.1653519	-1013.9034
375.02557	-6.2483172	-1020.3936
380.02557	-6.3323026	-1030.1376
385.02557	-6.4164004	-1039.6875
390.02557	-6.4982109	-1044.4558
395.02557	-6.5827079	-1050.3497
400.02557	-6.6641426	26.553097
405.02557	-6.7487111	26.118204
