MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	592.17303	Sec	3/31/2021 10:02:17 AM
Time	Ch Disp.	Ch Force
Sec	mm	N
5.0247397	-0.082076371	-21.895041
10.02474	-0.1670403	-42.452808
15.02474	-0.24880388	-66.887741
20.02474	-0.33263031	-93.157448
25.02474	-0.41723564	-113.30038
30.02474	-0.49971727	-140.90955
35.024742	-0.58360726	-176.18073
40.024742	-0.66672498	-202.97411
45.024742	-0.75074786	-234.87051
50.024742	-0.8322559	-265.20544
55.024742	-0.91794235	-294.04797
60.024742	-0.9996475	-323.702
65.024742	-1.0831056	-355.01129
70.024742	-1.1662406	-387.3378
75.024742	-1.2504541	-416.85327
80.024742	-1.3349366	-445.47983
85.024742	-1.4153665	-474.70517
90.024742	-1.4994243	-507.47043
95.024742	-1.5820016	-534.55109
100.02474	-1.6647254	-567.07062
105.02474	-1.7483058	-597.54755
110.02474	-1.8330181	-630.50171
115.02474	-1.917601	-662.07965
120.02474	-1.999568	-691.3902
125.02474	-2.0830882	-723.54211
130.02475	-2.16609	-756.56824
135.02475	-2.2504315	-790.12952
140.02475	-2.3314185	-819.26984
145.02475	-2.4142764	-851.0174
150.02475	-2.4999092	-884.05603
155.02475	-2.5846581	-915.25635
160.02475	-2.6664248	-945.83014
165.02475	-2.7485776	-979.89661
170.02475	-2.8323026	-1009.9726
175.02475	-2.9165633	-1046.5145
180.02475	-3.0004327	-1077.812
185.02475	-3.0837467	-1109.6942
190.02475	-3.1671631	-1141.3384
195.02475	-3.2495494	-1173.0627
200.02475	-3.3343067	-1203.5604
205.02475	-3.4149795	-1234.5808
210.02475	-3.4998415	-1265.0649
215.02475	-3.5834873	-1300.9569
220.02475	-3.6668944	-1330.8524
225.02475	-3.7504048	-1362.0901
230.02475	-3.8328419	-1392.5619
235.02475	-3.9164782	-1422.3878
240.02475	-3.9990098	-1454.1499
245.02475	-4.0823164	-1484.7986
250.02475	-4.1678305	-1518.1519
255.02475	-4.248013	-1548.5461
260.02475	-4.3320847	-1577.4144
265.02475	-4.4166565	-1610.391
270.02475	-4.4999108	-1641.699
275.02475	-4.5840621	-1671.1799
280.02475	-4.6668053	-1702.3427
285.02475	-4.7509789	-1733.5387
290.02475	-4.8335133	-1763.3116
295.02475	-4.9165306	-1791.3588
300.02475	-4.9998937	-1819.9258
305.02475	-5.0820394	-1849.2694
310.02475	-5.1666403	-1880.2821
315.02475	-5.2493415	-1917.9666
320.02475	-5.3341537	-1947.9343
325.02475	-5.4185348	-1977.4575
330.02475	-5.5008121	-2001.9927
335.02475	-5.5840092	-2034.8951
340.02475	-5.6652994	-2056.6375
345.02475	-5.7493186	-2091.3281
350.02475	-5.8308458	-2114.5044
355.02475	-5.9168835	-2144.4668
360.02475	-5.9998507	-2171.5818
365.02475	-6.0815473	-2199.1074
370.02475	-6.165524	-2227.4722
375.02475	-6.2519808	-2262.5449
380.02475	-6.331408	-2281.4319
385.02475	-6.4188075	-2311.6523
390.02475	-6.497911	-2330.6995
395.02475	-6.5819755	-2356.8579
400.02475	-6.6658278	-2387.4529
405.02475	-6.7504754	-2416.0728
410.02475	-6.8335419	-2437.7805
415.02475	-6.9140725	-2462.0403
420.02475	-7.0012074	-2492.0667
425.02475	-7.0823531	-2515.9878
430.02475	-7.1651735	-2539.769
435.02475	-7.2490492	-2561.0623
440.02475	-7.3331065	-2541.4265
445.02475	-7.4180589	-2550.667
450.02475	-7.4983644	-2570.6658
455.02475	-7.5837541	-2595.8271
460.02475	-7.6675138	-2621.4885
465.02475	-7.7492032	-2630.8394
470.02475	-7.8319111	-2639.6174
475.02475	-7.9158564	-2638.0159
480.02475	-7.9999409	-2648.2493
485.02475	-8.0830612	-2641.8196
490.02475	-8.1652517	-2652.3264
495.02475	-8.2491951	-2666.7595
500.02475	-8.3331156	-2688.7981
505.02475	-8.4160662	-2423.9846
510.02475	-8.5005989	-2460.9995
515.02478	-8.5825443	-2489.9573
520.02478	-8.6667328	-2511.5063
525.02478	-8.7497892	-2515.4165
530.02478	-8.8335743	-2420.4993
535.02478	-8.9184666	-2412.0686
540.02478	-8.9988937	-2364.4487
545.02478	-9.0829296	-2377.4968
550.02478	-9.1661282	-2401.9016
555.02478	-9.2496338	-2407.3943
560.02478	-9.3319416	-2343.3467
565.02478	-9.4162207	-2368.1284
570.02478	-9.5018997	-2406.8191
575.02478	-9.580431	-2416.9189
580.02478	-9.6658487	-2431.0669
585.02478	-9.7498217	-2450.0073
590.02478	-9.8324537	-2458.3154
