MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	599.53699	Sec	3/31/2021 8:37:42 AM
Time	Ch Disp.	Ch Force
Sec	mm	N
5.0247397	-0.081963614	-22.128021
10.02474	-0.16636056	-44.65818
15.02474	-0.25013146	-68.449768
20.02474	-0.33488247	-92.569984
25.02474	-0.41601822	-116.41874
30.02474	-0.49860883	-146.99777
35.024742	-0.58231825	-176.66998
40.024742	-0.66617483	-206.05396
45.024742	-0.74843347	-234.75365
50.024742	-0.83210295	-264.84717
55.024742	-0.91592532	-298.46753
60.024742	-0.99853206	-328.55164
65.024742	-1.0823047	-358.25806
70.024742	-1.1660129	-390.60568
75.024742	-1.2493927	-422.28772
80.024742	-1.332885	-454.07883
85.024742	-1.4174721	-487.11267
90.024742	-1.4983197	-517.76318
95.024742	-1.5833431	-550.60938
100.02474	-1.6656284	-583.28851
105.02474	-1.7498382	-615.35803
110.02474	-1.8317214	-643.70081
115.02474	-1.9152747	-678.26007
120.02474	-1.9978899	-707.52826
125.02474	-2.0816815	-743.34216
130.02475	-2.1665707	-772.51886
135.02475	-2.2488699	-805.7663
140.02475	-2.3317454	-835.24927
145.02475	-2.4150448	-870.07605
150.02475	-2.4985185	-900.50262
155.02475	-2.5833621	-935.33478
160.02475	-2.6663017	-966.84467
165.02475	-2.7487812	-997.68683
170.02475	-2.8319075	-1036.5988
175.02475	-2.9149964	-1066.548
180.02475	-2.9990628	-1099.1515
185.02475	-3.0828302	-1133.0898
190.02475	-3.1649423	-1162.3375
195.02475	-3.2489374	-1194.377
200.02475	-3.3330019	-1228.4084
205.02475	-3.4140563	-1257.2699
210.02475	-3.500129	-1290.6572
215.02475	-3.5822818	-1321.3243
220.02475	-3.6664574	-1354.5748
225.02475	-3.748208	-1383.8207
230.02475	-3.8326423	-1412.4216
235.02475	-3.9170637	-1447.4576
240.02475	-3.996861	-1477.0404
245.02475	-4.0828481	-1508.1871
250.02475	-4.1649489	-1536.5846
255.02475	-4.2484889	-1566.5837
260.02475	-4.3318777	-1597.3047
265.02475	-4.4160156	-1627.2332
270.02475	-4.4991212	-1658.4189
275.02475	-4.5815673	-1685.0607
280.02475	-4.6653352	-1720.7383
285.02475	-4.7488503	-1744.5708
290.02475	-4.8299651	-1771.1421
295.02475	-4.9159565	-1808.2936
300.02475	-4.9997587	-1832.6488
305.02475	-5.0842843	-1865.3433
310.02475	-5.1683998	-1902.1022
315.02475	-5.2487831	-1925.3682
320.02475	-5.3334818	-1953.5415
325.02475	-5.4166431	-1982.0586
330.02475	-5.4992299	-2011.4984
335.02475	-5.5827227	-2038.3828
340.02475	-5.665782	-2065.2439
345.02475	-5.750001	-2093.0962
350.02475	-5.832665	-2118.1511
355.02475	-5.9156032	-2143.1772
360.02475	-5.9987173	-2170.4023
365.02475	-6.0820165	-2194.697
370.02475	-6.1651559	-2220.783
375.02475	-6.2494678	-2250.23
380.02475	-6.3325505	-2279.4004
385.02475	-6.4158978	-2303.8491
390.02475	-6.4978828	-2321.9241
395.02475	-6.5819893	-2352.0671
400.02475	-6.6667376	-2374.6243
405.02475	-6.748785	-2397.9277
410.02475	-6.8340578	-2429.2888
415.02475	-6.9176707	-2453.1704
420.02475	-6.9997249	-2479.8882
425.02475	-7.0831819	-2505.8442
430.02475	-7.1658006	-2526.7786
435.02475	-7.2488461	-2549.2244
440.02475	-7.3323617	-2572.1777
445.02475	-7.4151392	-2593.5581
450.02475	-7.4991951	-2617.1736
455.02475	-7.5833735	-2642.7817
460.02475	-7.6682467	-2672.3325
465.02475	-7.7483683	-2685.7703
470.02475	-7.8310037	-2706.8452
475.02475	-7.9158745	-2725.7537
480.02475	-7.999938	-2756.3606
485.02475	-8.0820627	-2774.053
490.02475	-8.1665182	-2801.834
495.02475	-8.2471762	-2814.9204
500.02475	-8.3332968	-2844.5938
505.02475	-8.4143229	-2858.1021
510.02475	-8.4968653	-2875.0959
515.02478	-8.5808334	-2889.9075
520.02478	-8.6664972	-2917.8669
525.02478	-8.7487984	-2932.4561
530.02478	-8.8317823	-2948.9348
535.02478	-8.914753	-2966.3772
540.02478	-8.9978027	-2983.6255
545.02478	-9.0826216	-2998.8074
550.02478	-9.1648865	-3013.9773
555.02478	-9.2500515	-3027.4514
560.02478	-9.3314419	-3032.7903
565.02478	-9.4149914	-3052.3523
570.02478	-9.4999752	-3066.6897
575.02478	-9.5826607	-3073.4053
580.02478	-9.6658535	-3084.241
585.02478	-9.7492571	-3094.2268
590.02478	-9.8326025	-3111.0313
595.02478	-9.9138546	-603.13855
