MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Rupture			Time:	347.99188	Sec	3/1/2021 7:52:57 AM
Ch Disp.	Ch Force	Time
mm	N	Sec
0.0063232104	100.84807	57.917156
0.014306531	305.5368	58.917156
0.024099192	441.56232	59.917156
0.032623835	629.50159	60.917156
0.042854398	806.51666	61.917156
0.049273375	951.68011	62.917156
0.056464434	1112.5585	63.917156
0.064575762	1275.3693	64.91716
0.075161658	1444.7887	65.91716
0.081509076	1607.8193	66.91716
0.09071365	1752.6503	67.91716
0.09865512	1949.514	68.91716
0.10655762	2081.5872	69.91716
0.1162845	2268.8162	70.91716
0.12334607	2404.165	71.91716
0.13148573	2577.3867	72.91716
0.14093012	2737.2424	73.91716
0.149326	2913.2683	74.91716
0.158601	3063.4785	75.91716
0.16569862	3221.8398	76.91716
0.17322104	3372.4824	77.91716
0.18217416	3523.957	78.91716
0.19104794	3710.52	79.91716
0.19862968	3832.073	80.91716
0.20796096	4033.9089	81.91716
0.21581009	4145.7627	82.91716
0.22275262	4290.9717	83.91716
0.23238213	4446.8022	84.91716
0.23888737	4590.563	85.91716
0.2490077	4736.416	86.91716
0.25715631	4927.2515	87.91716
0.26484525	5038.0205	88.91716
0.27372405	5186.7852	89.91716
0.28165543	5334.2153	90.91716
0.2904287	5448.4741	91.91716
0.29791912	5586.6611	92.91716
0.30642822	5721.6416	93.91716
0.31611887	5886.8984	94.91716
0.32433018	6060.5957	95.91716
0.33332366	6189.2119	96.91716
0.34022745	6362.5332	97.91716
0.34844431	6475.8213	98.91716
0.35753456	6663.8447	99.91716
0.3643164	6800.8042	100.91716
0.37404737	6955.5518	101.91716
0.38163495	7088.5454	102.91716
0.3900215	7268.4546	103.91716
0.39981845	7424.6372	104.91716
0.40678144	7589.8623	105.91716
0.4173032	7727.0356	106.91716
0.42603102	7927.5469	107.91716
0.43320006	8026.9907	108.91716
0.4403815	8195.3262	109.91716
0.45024669	8350.0977	110.91716
0.45812568	8499.0186	111.91716
0.46808511	8659.5811	112.91716
0.47486982	8798.8721	113.91716
0.48341429	8929.3174	114.91716
0.49267486	9122.6152	115.91716
0.49926901	9236.4004	116.91716
0.50759202	9397.7383	117.91716
0.51528019	9562.3369	118.91716
0.52606547	9723.7646	119.91716
0.53200841	9836.0205	120.91716
0.54043728	9997.8525	121.91716
0.54840326	10168.267	122.91716
0.55722022	10300.957	123.91716
0.5652681	10469.263	124.91716
0.57451302	10604.354	125.91716
0.58218789	10763.544	126.91716
0.59111995	10901.207	127.91716
0.60023165	11066.736	128.91716
0.60876077	11204.942	129.91716
0.6156894	11342.795	130.91716
0.62410128	11479.581	131.91716
0.63376528	11674.341	132.91716
0.64069265	11778.225	133.91716
0.65072769	11960.277	134.91716
0.66048038	12077.313	135.91716
0.66525531	12206.911	136.91716
0.67403549	12359.363	137.91716
0.68212003	12507.481	138.91716
0.6924153	12662.634	139.91716
0.6979695	12792.86	140.91716
0.7086677	12933.261	141.91716
0.71544486	13061.658	142.91716
0.7257449	13236.442	143.91716
0.73298883	13373.926	144.91716
0.74134666	13518.532	145.91716
0.75094569	13663.681	146.91716
0.75840795	13783.744	147.91716
0.76538861	13920.06	148.91716
0.77504426	14090.729	149.91716
0.78305578	14219.373	150.91716
0.78958666	14372.999	151.91716
0.79723877	14485.168	152.91716
0.80688637	14643.95	153.91716
0.81506121	14755.135	154.91716
0.8250559	14935.468	155.91716
0.83282399	15056.715	156.91716
0.83933878	15209.462	157.91716
0.8495543	15341.879	158.91716
0.85731888	15482.572	159.91716
0.86610514	15649.81	160.91716
0.87368339	15778.381	161.91716
0.88230783	15925.683	162.91716
0.89171171	16060.095	163.91716
0.89889807	16214.691	164.91716
0.90804756	16369.32	165.91716
0.91635162	16505.857	166.91716
0.92435402	16650.43	167.91716
0.93305975	16769.107	168.91716
0.94033021	16908.111	169.91716
0.94892716	17056.209	170.91716
0.95875651	17211.586	171.91716
0.96763402	17375.934	172.91716
0.97508085	17478.268	173.91716
0.98222131	17634.303	174.91716
0.98987401	17731.689	175.91716
0.99823803	17889.76	176.91716
1.0087897	18028.998	177.91716
1.0171376	18180.32	178.91716
1.02479	18311.1	179.91716
1.0342975	18444.42	180.91716
1.0407106	18591.357	181.91716
1.0504367	18718.85	182.91716
1.0580335	18845.461	183.91716
1.0650401	18961.275	184.91716
1.0732189	19104.91	185.91716
1.0805824	19237.293	186.91716
1.0923915	19390.4	187.91716
1.0994629	19546.291	188.91716
1.1065954	19646.887	189.91716
1.1165286	19843.984	190.91716
1.126119	19963.07	191.91716
1.1317116	20077.676	192.91716
1.141492	20189.449	193.91716
1.1487539	20327.18	194.91716
1.1593968	20526.646	195.91716
1.1662601	20599.348	196.91716
1.1753973	20756.516	197.91716
1.184026	20849.566	198.91716
1.1913259	20980.918	199.91716
1.1994336	21105.008	200.91716
1.208562	21244.223	201.91716
1.2160034	21335.896	202.91716
1.2255867	21476.844	203.91716
1.2320242	21616.186	204.91716
1.2411636	21744.467	205.91716
1.2505018	21899.723	206.91716
1.25924	22012.598	207.91716
1.2664067	22155.438	208.91716
1.2731428	22259.207	209.91716
1.28266	22418.238	210.91716
1.2915691	22508.471	211.91716
1.3013322	22675.75	212.91716
1.30829	22780.283	213.91716
1.3153701	22892.141	214.91716
1.3230823	23030.383	215.91716
1.3345885	23168.701	216.91716
1.3408345	23288.578	217.91716
1.3499444	23428.557	218.91716
1.359175	23588.492	219.91716
1.3666455	23689.436	220.91716
1.3745307	23804.221	221.91716
1.3835069	23934.346	222.91716
1.3909498	24048.326	223.91716
1.3989875	24177.943	224.91716
1.4099611	24329.383	225.91716
1.4169408	24481.053	226.91716
1.4237742	24558.193	227.91716
1.4335476	24709.195	228.91716
1.4403934	24828.01	229.91716
1.449774	24949.486	230.91716
1.4566234	25076.178	231.91716
1.4673687	25211.141	232.91716
1.4749041	25349.049	233.91716
1.4825476	25458.717	234.91716
1.4911842	25609.305	235.91716
1.4992785	25711.236	236.91716
1.5075384	25828.84	237.91716
1.5151899	25956.268	238.91716
1.5235828	26073.725	239.91716
1.5338544	26224.369	240.91716
1.5397238	26333.555	241.91716
1.5499437	26480.422	242.91716
1.5582187	26596.168	243.91716
1.5657405	26742.73	244.91716
1.57201	26811.303	245.91716
1.5820777	26952.811	246.91716
1.5901843	27082.283	247.91716
1.6002614	27187.275	248.91716
1.6083902	27327.127	249.91716
1.6149064	27442.412	250.91716
1.6230414	27544.057	251.91716
1.6335319	27673.791	252.91716
1.6396116	27786.27	253.91716
1.6505167	27919.107	254.91716
1.6576877	28040.961	255.91716
1.6653398	28133.039	256.91718
1.6734834	28242.076	257.91718
1.6818905	28366.029	258.91718
1.6926262	28502.863	259.91718
1.6992617	28603.635	260.91718
1.7078555	28711.781	261.91718
1.7170444	28834.92	262.91718
1.7251519	28950.236	263.91718
1.733686	29081.037	264.91718
1.7411842	29158.813	265.91718
1.7495687	29299.25	266.91718
1.7582635	29409.555	267.91718
1.7662166	29552.41	268.91718
1.7730817	29621.607	269.91718
1.7843245	29763.6	270.91718
1.7903389	29839.412	271.91718
1.7984085	29988.566	272.91718
1.8088036	30080.053	273.91718
1.8157116	30201.873	274.91718
1.8228067	30289.795	275.91718
1.8324741	30419.527	276.91718
1.8414577	30567.336	277.91718
1.8500028	30681.883	278.91718
1.8573655	30776.746	279.91718
1.8656579	30899.27	280.91718
1.8748658	31005.539	281.91718
1.8832144	31145.219	282.91718
1.8903321	31224.477	283.91718
1.8987242	31349.242	284.91718
1.9072863	31445.094	285.91718
1.9160184	31599.998	286.91718
1.9236513	31681.59	287.91718
1.9313858	31801.324	288.91718
1.9407649	31892.893	289.91718
1.9484717	32012.516	290.91718
1.9560554	32104.604	291.91718
1.9663054	32260.037	292.91718
1.97483	32334.736	293.91718
1.982159	32448.039	294.91718
1.9897428	32545.559	295.91718
1.9990952	32682.4	296.91718
2.0079927	32781.27	297.91718
2.0173147	32926.16	298.91718
2.0245113	33005.441	299.91718
2.0321496	33113.852	300.91718
2.0402439	33197.555	301.91718
2.0487721	33329.141	302.91718
2.057004	33431.219	303.91718
2.0660987	33544.785	304.91718
2.0733006	33618.695	305.91718
2.083127	33753.363	306.91718
2.0911863	33860.578	307.91718
2.1003726	33956.555	308.91718
2.1066351	34040.152	309.91718
2.1185801	34190.574	310.91718
2.1226473	34250.23	311.91718
2.1330943	34371.871	312.91718
2.1398649	34466.918	313.91718
2.1494362	34547.34	314.91718
2.1572809	34665.902	315.91718
2.165699	34764.676	316.91718
2.1737797	34896.316	317.91718
2.1822417	34988.379	318.91718
2.1902666	35079.191	319.91718
2.1986599	35192.121	320.91718
2.2065017	35262.52	321.91718
2.2163169	35418.246	322.91718
2.2241681	35509.391	323.91718
2.231432	35590.531	324.91718
2.2396369	35709.73	325.91718
2.2482045	35805.887	326.91718
2.2560267	35920.305	327.91718
2.2659311	36018.727	328.91718
2.2738118	36113.055	329.91718
2.2832344	36213.816	330.91718
2.2913744	36309	331.91718
2.3005199	36446.855	332.91718
