MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Extensometre_1			Time:	30.032227	Sec	3/10/2021 8:16:34 AM
Time	Ch Disp.	Ch Force	Ch Extensometer
Sec	mm	N	mm/mm
1.0250652	0.010018745	110.65726	0.00019870952
2.0250652	0.015451582	195.60973	0.00032733034
3.0250652	0.024483893	293.17584	0.00055481901
4.0250654	0.032559976	407.50308	0.00067914557
5.0250654	0.042039871	501.91647	0.00078002259
6.0250654	0.047975872	582.39801	0.00097358588
7.0250654	0.059252966	708.95038	0.001158093
8.0250654	0.066169061	796.95734	0.0012626704
9.0250654	0.073711716	890.65594	0.001380632
10.025065	0.080984779	983.47467	0.0015549738
11.025065	0.090033792	1117.0951	0.0016939003
12.025065	0.096777111	1192.2225	0.0017985842
13.025065	0.10667657	1294.1792	0.0019957465
14.025065	0.11465159	1403.0564	0.0021692214
15.025065	0.12045518	1495.8984	0.0022698066
16.025066	0.13149619	1608.177	0.0024178261
17.025066	0.13907823	1701.9755	0.0025466101
18.025066	0.14669168	1822.6218	0.0026808265
19.025066	0.15671012	1903.3292	0.0028201179
20.025066	0.16240205	1990.5171	0.0029620903
21.025066	0.17322578	2121.2439	0.0031408751
22.025066	0.1812304	2230.2061	0.0032801246
23.025066	0.18715262	2301.6418	0.0033991835
24.025066	0.19570614	2393.9187	0.0035366516
25.025066	0.20570621	2522.9436	0.0037152681
26.025066	0.2119346	2608.1997	0.003805998
27.025066	0.22020465	2695.1099	0.003969281
28.025066	0.22948816	2835.6108	0.0041458034
29.025066	0.23667221	2914.3354	0.0042185998
30.025066	0.24535635	3008.1948	0.0043876786
