MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Rupture			Time:	392.00928	Sec	3/10/2021 8:22:36 AM
Ch Disp.	Ch Force	Time
mm	N	Sec
0.0050500482	88.395172	264.02768
0.015593328	248.97961	265.02768
0.023108164	334.65915	266.02768
0.032471117	450.6911	267.02768
0.038640693	528.84833	268.02768
0.04675509	660.1604	269.02768
0.057724748	761.20465	270.02768
0.064216413	832.09338	271.02768
0.073202826	962.43805	272.02768
0.08285591	1070.4834	273.02768
0.089382865	1166.2054	274.02768
0.097688988	1261.0492	275.02768
0.10461635	1380.3051	276.02768
0.11414716	1482.8112	277.02768
0.12257084	1568.5769	278.02768
0.13013092	1680.7124	279.02768
0.13919677	1784.4622	280.02768
0.14751463	1870.8921	281.02768
0.15746798	2003.5453	282.02768
0.1637484	2097.051	283.02768
0.17209417	2193.9663	284.02768
0.18100528	2318.5012	285.02768
0.19054465	2407.0872	286.02768
0.19759208	2521.1272	287.02768
0.20703351	2617.7754	288.02768
0.21594079	2747.5562	289.02768
0.22262797	2827.2219	290.02768
0.23052432	2961.0405	291.02768
0.24086736	3073.2068	292.02768
0.24570636	3149.5029	293.02768
0.25520301	3250.3142	294.02768
0.26542389	3375.3562	295.02768
0.27391478	3467.7708	296.02768
0.28153288	3566.9927	297.02768
0.29157981	3699.2517	298.02768
0.29865327	3798.511	299.02768
0.3067964	3904.4929	300.02768
0.31550321	3976.8931	301.02768
0.32396269	4092.8899	302.02768
0.33178246	4208.0078	303.02768
0.33988926	4292.9028	304.02768
0.34717074	4373.0635	305.02768
0.35704455	4508.4453	306.02768
0.36449561	4580.8511	307.02768
0.37320936	4675.9077	308.02768
0.38106871	4789.8057	309.02768
0.38805708	4888.8062	310.02768
0.39850447	4981.8716	311.02768
0.40535721	5069.8652	312.02768
0.41402513	5146.1592	313.02768
0.42329699	5272.7656	314.02768
0.43119037	5366.9702	315.02768
0.44030085	5457.8306	316.02768
0.44657087	5567.4976	317.02768
0.4563072	5640.6934	318.02768
0.46449062	5749.8057	319.02768
0.47230631	5820.2998	320.02768
0.4809635	5947.0444	321.02768
0.48885274	6024.4932	322.02768
0.49725604	6109.5522	323.02768
0.50726527	6229.6475	324.02768
0.51477361	6338.0781	325.02768
0.5235163	6415.8403	326.02768
0.53138214	6498.1699	327.02768
0.54088068	6612.624	328.02768
0.54810703	6697.978	329.02768
0.55619156	6791.4805	330.02768
0.56449771	6887.3965	331.02768
0.57362175	6994.7778	332.02768
0.58101201	7079.8628	333.02768
0.58923835	7157.8428	334.02768
0.59725332	7251.1655	335.02768
0.60714418	7368.021	336.02768
0.61480689	7470.8096	337.02768
0.6214748	7545.7603	338.02768
0.63376528	7664.4482	339.02768
0.63980836	7717.7666	340.02768
0.65029961	7821.519	341.02768
0.65603554	7901.6196	342.02768
0.66495895	7962.8604	343.02768
0.67345148	8028.6533	344.02768
0.68157959	8144.8477	345.02768
0.68976533	8221.8721	346.02768
0.69895732	8331.8906	347.02768
0.70537764	8405.958	348.02768
0.71430445	8490.9121	349.02768
0.72391719	8593.2842	350.02768
0.7326265	8702.7451	351.02768
0.73948127	8769.7783	352.02768
0.7480346	8865.707	353.02768
0.75792563	8964.6572	354.02768
0.76461941	9051.5107	355.02768
0.77408701	9142.5293	356.02768
0.78186846	9218.0361	357.02768
0.79160577	9310.6064	358.02768
0.79743135	9392.1084	359.02768
0.80689448	9485.1855	360.02768
0.81531769	9571.5518	361.02768
0.82347143	9651.5625	362.02768
0.83277231	9759.3945	363.02768
0.8389644	9826.4326	364.02768
0.84850234	9900.5527	365.02768
0.85702479	9962.8213	366.02768
0.86642963	10052.999	367.02768
0.87323284	10142.75	368.02768
0.88239151	10212.94	369.02768
0.88991696	10253.824	370.02768
0.89809847	10334.247	371.02768
0.90642494	10457.11	372.02768
0.91456193	10501.671	373.02768
0.92291504	10584.181	374.02768
0.93240666	10672.626	375.02768
0.94155264	10777.137	376.02768
0.94707769	10806.38	377.02768
0.95685053	10901.056	378.02768
0.96658766	10969.387	379.02768
0.97399503	11043.328	380.02768
0.98279333	11131.555	381.02768
0.99026555	11186.078	382.02768
1.0011067	11249.952	383.02768
1.0066509	11304.722	384.02768
1.0192386	560.77795	385.02768
1.0221244	548.66711	386.02768
1.0321118	587.12769	387.02768
1.0402987	609.36859	388.02768
1.047616	644.43274	389.02768
1.0548654	644.5459	390.02768
1.0654035	644.26935	391.02768
