MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			Rupture			Time:	366.98422	Sec	3/4/2021 12:43:59 PM
Ch Disp.	Ch Force	Time
mm	N	Sec
0.012503962	200.06676	262.67548
0.019944116	323.75272	263.67548
0.028554711	426.09586	264.67548
0.039390165	586.13672	265.67548
0.046200894	708.87897	266.67548
0.056257505	869.2915	267.67548
0.063195318	983.5509	268.67548
0.070677884	1115.8816	269.67548
0.07885918	1248.9248	270.67548
0.085843503	1364.6986	271.67548
0.09443371	1468.0031	272.67548
0.1058028	1640.4087	273.67548
0.11211785	1763.7207	274.67548
0.12001358	1867.1748	275.67548
0.12945199	2046.3359	276.67548
0.13714078	2153.1235	277.67548
0.14602996	2270.1145	278.67548
0.1544763	2433.3455	279.67548
0.16416983	2572.3389	280.67548
0.170791	2655.5525	281.67548
0.17915028	2804.1208	282.67548
0.18784621	2960.2007	283.67548
0.19556621	3070.4321	284.67548
0.20455369	3214.1567	285.67548
0.21308233	3345.1306	286.67548
0.22295244	3498.5405	287.67548
0.23019226	3585.0168	288.67548
0.23815951	3755.7947	289.67548
0.24464548	3859.5684	290.67548
0.25496843	3992.7375	291.67548
0.26301077	4142.541	292.67548
0.27158397	4251.5474	293.67548
0.28031787	4354.9478	294.67548
0.28846669	4527.3428	295.67548
0.29463872	4600.3511	296.67548
0.30399266	4719.1353	297.67548
0.31263065	4879.2319	298.67548
0.32146549	5001.7954	299.67548
0.32742628	5090.9873	300.67548
0.33779988	5236.5874	301.67548
0.34585133	5367.7559	302.67548
0.35565525	5518.0322	303.67548
0.36251616	5598.1748	304.67548
0.37059668	5726.6567	305.67548
0.38062331	5848.7212	306.67548
0.3885814	5954.8872	307.67548
0.39608571	6079.2134	308.67548
0.40504155	6144.0981	309.67548
0.41382155	6248.6255	310.67548
0.4217501	6373.7905	311.67548
0.42921796	6488.9448	312.67548
0.44064957	6624.8691	313.67548
0.44849041	6734.4956	314.67548
0.45371372	6833.6377	315.67548
0.46307799	6955.2271	316.67548
0.47142443	7066.2534	317.67548
0.47813094	7196.9927	318.67548
0.48801598	7302.2681	319.67548
0.49608779	7410.627	320.67548
0.5063538	7531.9839	321.67548
0.51304853	7652.9385	322.67548
0.52187628	7744.1787	323.67548
0.53235394	7872.8413	324.67548
0.53784138	8014.3403	325.67548
0.54716241	8090.9434	326.67548
0.55459398	8194.7109	327.67548
0.56360382	8329.2598	328.67548
0.5720408	8441.7607	329.67548
0.57902223	8552.5986	330.67548
0.58805466	8668.5352	331.67548
0.59642947	8807.2207	332.67548
0.60330135	8865.29	333.67548
0.61376876	8985.9316	334.67548
0.620929	9110.0977	335.67548
0.62958282	9236.8691	336.67548
0.63838148	9317.0938	337.67548
0.64880258	9454.917	338.67548
0.65555859	9565.5293	339.67548
0.66208559	9604.6934	340.67548
0.67167521	9712.8887	341.67548
0.67881668	9805.7529	342.67548
0.68768817	9937.1963	343.67548
0.69497758	10018.234	344.67548
0.70330024	10125.34	345.67548
0.71278042	10183.897	346.67548
0.72137862	10261.443	347.67548
0.72905803	10150.851	348.67548
0.73717016	10214.545	349.67548
0.74559951	10316.926	350.67548
0.75313056	10399.159	351.67548
0.76284087	10491.592	352.67548
0.7718702	10576.878	353.67548
0.77857953	10648.302	354.67548
0.78793591	10746.076	355.67548
0.79536361	10789.938	356.67548
0.80241448	10790.122	357.67548
0.81447804	10815.854	358.67548
0.82047427	10741.455	359.67548
0.83060241	554.61536	360.67548
0.83764923	572.42444	361.67548
0.84682053	575.13385	362.67548
0.85298049	581.06647	363.67548
0.86341107	580.97601	364.67548
0.87167728	585.03516	365.67548
0.88093942	578.54565	366.67548
