MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	509.40121	Sec	3/31/2021 9:51:24 AM
Time	Ch Disp.	Ch Force
Sec	mm	N
5.0242515	-0.083853044	-28.128006
10.024252	-0.16772112	-53.637096
15.024252	-0.25073874	-78.469002
20.024252	-0.33315301	-106.25471
25.024252	-0.41848466	-136.41711
30.024252	-0.50071132	-173.64047
35.024254	-0.58400559	-205.49217
40.024254	-0.66791838	-240.74319
45.024254	-0.75059199	-274.95306
50.024254	-0.83658791	-306.98489
55.024254	-0.91776109	-341.25644
60.024254	-1.0025719	-378.1886
65.024254	-1.0854204	-411.1149
70.024254	-1.1677972	-440.88345
75.024254	-1.2525876	-479.21561
80.024254	-1.3337543	-512.65564
85.024254	-1.417524	-547.49542
90.024254	-1.5023903	-581.96735
95.024254	-1.5832922	-612.54248
100.02425	-1.666031	-649.09302
105.02425	-1.7521924	-686.63416
110.02425	-1.8360606	-719.16052
115.02425	-1.9186383	-752.00977
120.02425	-2.0003793	-790.20563
125.02425	-2.0848081	-827.40894
130.02426	-2.1666584	-861.47919
135.02426	-2.2527628	-899.74866
140.02426	-2.3330827	-937.00348
145.02426	-2.4176607	-972.4646
150.02426	-2.5003252	-1007.3376
155.02426	-2.5838792	-1048.3904
160.02426	-2.6680241	-1083.0183
165.02426	-2.7513962	-1118.6315
170.02426	-2.8349802	-1153.2167
175.02426	-2.9186585	-1191.2089
180.02426	-3.0007954	-1224.7931
185.02426	-3.0846586	-1259.8199
190.02426	-3.1677513	-1295.252
195.02426	-3.2491391	-1330.0951
200.02426	-3.3362203	-1368.7272
205.02426	-3.4176104	-1403.3008
210.02426	-3.5011518	-1439.5717
215.02426	-3.584115	-1472.7625
220.02426	-3.6679351	-1509.6737
225.02426	-3.7510421	-1544.502
230.02426	-3.834053	-1577.1678
235.02426	-3.9169345	-1614.6531
240.02426	-4.0012612	-1649.149
245.02426	-4.0861325	-1688.9722
250.02426	-4.1677837	-1721.2451
255.02426	-4.2524228	-1756.9583
260.02426	-4.3330364	-1789.0947
265.02426	-4.4164987	-1824.3188
270.02426	-4.5007997	-1857.7296
275.02426	-4.5861058	-1902.6255
280.02426	-4.6665192	-1930.4592
285.02426	-4.7513332	-1963.9576
290.02426	-4.8348036	-2001.8518
295.02426	-4.9181323	-2031.7866
300.02426	-5.0027199	-2066.0662
305.02426	-5.0845065	-2098.8328
310.02426	-5.1683955	-2133.8638
315.02426	-5.251822	-2164.051
320.02426	-5.3337159	-2195.373
325.02426	-5.4173069	-2229.7148
330.02426	-5.5037789	-2263.9502
335.02426	-5.5848413	-2291.5828
340.02426	-5.6688824	-2325.3347
345.02426	-5.7517753	-2354.3076
350.02426	-5.8352957	-2374.3582
355.02426	-5.9179716	-2402.7004
360.02426	-6.001658	-2432.5547
365.02426	-6.0845332	-2469.8975
370.02426	-6.1679711	-2490.7957
375.02426	-6.2525911	-2522.8867
380.02426	-6.3350224	-2543.053
385.02426	-6.4175835	-2575.6438
390.02426	-6.501565	-2603.7795
395.02426	-6.5821543	-2629.198
400.02426	-6.6674771	-2658.5127
405.02426	-6.752255	-2690.1992
410.02426	-6.8348403	-2713.3813
415.02426	-6.9199891	-2742.0811
420.02426	-7.0012841	-2772.5566
425.02426	-7.0839353	-2794.1431
430.02426	-7.1674948	-2819.7854
435.02426	-7.2506175	-2836.3335
440.02426	-7.3341136	-2864.9236
445.02426	-7.4180045	-2885.8569
450.02426	-7.5015583	-2909.3828
455.02426	-7.5851712	-2938.9456
460.02426	-7.6655612	-2946.5691
465.02426	-7.7513728	-2974.3184
470.02426	-7.8338451	-2969.9082
475.02426	-7.9169679	-2975.5364
480.02426	-7.9992571	-2987.7585
485.02426	-8.083271	-2995.543
490.02426	-8.1687336	-3018.0105
495.02426	-8.25109	-2997.2744
500.02426	-8.3335924	-2674.7932
505.02426	-8.4185038	-2674.3496
