MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	470.6535	Sec	3/31/2021 9:41:55 AM
Time	Ch Disp.	Ch Force
Sec	mm	N
5.0242515	-0.082237564	-25.120878
10.024252	-0.16772161	-52.352493
15.024252	-0.24880588	-79.165382
20.024252	-0.3330788	-106.14639
25.024252	-0.41765484	-142.3849
30.024252	-0.49976698	-176.64189
35.024254	-0.58444792	-211.3532
40.024254	-0.66734344	-245.27377
45.024254	-0.74835992	-279.08447
50.024254	-0.83152634	-314.32608
55.024254	-0.91900706	-351.59589
60.024254	-0.99890041	-387.21786
65.024254	-1.0816857	-420.63882
70.024254	-1.165538	-455.38617
75.024254	-1.2481685	-491.12305
80.024254	-1.3326049	-528.90436
85.024254	-1.4155661	-560.43994
90.024254	-1.4993696	-594.7926
95.024254	-1.5843382	-628.97644
100.02425	-1.6661415	-665.11115
105.02425	-1.748451	-702.18939
110.02425	-1.8323333	-737.82092
115.02425	-1.9152178	-775.51062
120.02425	-2.000793	-810.97888
125.02425	-2.0846488	-846.99817
130.02426	-2.1652653	-883.96002
135.02426	-2.249388	-921.58813
140.02426	-2.3326085	-957.05884
145.02426	-2.4163563	-998.3963
150.02426	-2.4985592	-1034.6754
155.02426	-2.5825276	-1069.007
160.02426	-2.6666319	-1107.8812
165.02426	-2.7488315	-1143.9832
170.02426	-2.8329008	-1177.3214
175.02426	-2.9158044	-1213.5007
180.02426	-3.0024683	-1252.012
185.02426	-3.081023	-1286.4672
190.02426	-3.1653857	-1322.7667
195.02426	-3.251292	-1362.3903
200.02426	-3.333216	-1394.5493
205.02426	-3.4160116	-1430.7488
210.02426	-3.497925	-1464.6381
215.02426	-3.5823817	-1499.5419
220.02426	-3.6649292	-1536.09
225.02426	-3.7509551	-1571.381
230.02426	-3.8341568	-1606.5476
235.02426	-3.91415	-1640.8541
240.02426	-3.9994171	-1679.095
245.02426	-4.0831943	-1714.5511
250.02426	-4.1682229	-1750.3379
255.02426	-4.2502141	-1782.6681
260.02426	-4.3349824	-1817.6299
265.02426	-4.4147425	-1849.9355
270.02426	-4.5017238	-1894.8459
275.02426	-4.5837607	-1930.0502
280.02426	-4.6664491	-1959.568
285.02426	-4.7482672	-1992.6421
290.02426	-4.8335996	-2029.175
295.02426	-4.9170928	-2068.5339
300.02426	-5.000155	-2095.8992
305.02426	-5.0835853	-2130.4521
310.02426	-5.1685028	-2166.4036
315.02426	-5.2504239	-2197.5732
320.02426	-5.3333259	-2230.5542
325.02426	-5.4160924	-2260.4795
330.02426	-5.4983234	-2294.8477
335.02426	-5.5829744	-2329.377
340.02426	-5.6661568	-2359.0164
345.02426	-5.7481823	-2388.2163
350.02426	-5.8339067	-2426.3044
355.02426	-5.9159379	-2454.2751
360.02426	-5.999732	-2488.0693
365.02426	-6.0837312	-2517.3066
370.02426	-6.1677852	-2548.8643
375.02426	-6.2489681	-2576.7966
380.02426	-6.333425	-2609.728
385.02426	-6.4160466	-2642.1272
390.02426	-6.500463	-2671.3809
395.02426	-6.582005	-2699.1638
400.02426	-6.667798	-2733.1956
405.02426	-6.7481723	-2759.2036
410.02426	-6.8313341	-2786.2207
415.02426	-6.9168777	-2817.8689
420.02426	-7.0015678	-2851.271
425.02426	-7.0837603	-2879.9692
430.02426	-7.1659856	-2904.4568
435.02426	-7.2506742	-2934.8311
440.02426	-7.3336115	-2961.1316
445.02426	-7.4176483	-2973.7229
450.02426	-7.5007362	-2994.4446
455.02426	-7.5837631	-3022.0569
460.02426	-7.6676435	-2802.2144
465.02426	-7.7507253	-1656.7808
470.02426	-7.8340077	-1691.381
